FirstName,LastName,DraftYear,DraftRnd,DraftPick,DraftTm,Pos,DraftAge,College/Univ
Carlos,Henderson,2017,3,82,DEN,WR,22.0,Louisiana Tech
Chris,Godwin,2017,3,84,TAM,WR,21.0,Penn St.
Kareem,Hunt,2017,3,86,KAN,RB,22.0,Toledo
Davis,Webb,2017,3,87,NYG,QB,22.0,California
DOnta,Foreman,2017,3,89,HOU,RB,21.0,Texas
Kenny,Golladay,2017,3,96,DET,WR,23.0,Northern Illinois
Chad,Williams,2017,3,98,ARI,WR,22.0,Grambling St.
CJ,Beathard,2017,3,104,SFO,QB,23.0,Iowa
James,Conner,2017,3,105,PIT,RB,22.0,Pittsburgh
Amara,Darboh,2017,3,106,SEA,WR,23.0,Michigan
Dede,Westbrook,2017,4,110,JAX,WR,23.0,Oklahoma
Samaje,Perine,2017,4,114,WAS,RB,21.0,Oklahoma
Josh,Reynolds,2017,4,117,LAR,WR,22.0,Texas A&M
Mack,Hollins,2017,4,118,PHI,WR,23.0,North Carolina
Tarik,Cohen,2017,4,119,CHI,RB,22.0,North Carolina A&T
Joe,Williams,2017,4,121,SFO,RB,24.0,Utah
Josh,Malone,2017,4,128,CIN,WR,21.0,Tennessee
Donnel,Pumphrey,2017,4,132,PHI,RB,22.0,San Diego St.
Ryan,Switzer,2017,4,133,DAL,WR,22.0,North Carolina
Jamaal,Williams,2017,4,134,GNB,RB,22.0,BYU
Joshua,Dobbs,2017,4,135,PIT,QB,22.0,Tennessee
Jehu,Chesson,2017,4,139,KAN,WR,23.0,Michigan
Wayne,Gallman,2017,4,140,NYG,RB,22.0,Clemson
Chad,Hansen,2017,4,141,NYJ,WR,22.0,California
Marlon,Mack,2017,4,143,IND,RB,21.0,South Florida
Brian,Hill,2017,5,156,ATL,RB,21.0,Wyoming
Jeremy,McNichols,2017,5,162,TAM,RB,21.0,Boise St.
Shelton,Gibson,2017,5,166,PHI,WR,23.0,West Virginia
Rodney,Adams,2017,5,170,MIN,WR,22.0,South Florida
Nathan,Peterman,2017,5,171,BUF,QB,23.0,Pittsburgh
Isaiah,McKenzie,2017,5,172,DEN,WR,22.0,Georgia
DeAngelo,Yancey,2017,5,175,GNB,WR,22.0,Purdue
Trent,Taylor,2017,5,177,SFO,WR,23.0,Louisiana Tech
TJ,Logan,2017,5,179,ARI,RB,23.0,North Carolina
Aaron,Jones,2017,5,182,GNB,RB,22.0,Texas-El Paso
Elijah,McGuire,2017,6,188,NYJ,RB,23.0,Louisiana
DeAngelo,Henderson,2017,6,203,DEN,RB,24.0,Coastal Carolina
Brandon,Wilson,2017,6,207,CIN,RB,23.0,Houston
Robert,Davis,2017,6,209,WAS,WR,22.0,Georgia St.
Brad,Kaaya,2017,6,215,DET,QB,22.0,Miami (FL)
Stacy,Coley,2017,7,219,MIN,WR,23.0,Miami (FL)
David,Moore,2017,7,226,SEA,WR,22.0,East Central (OK)
Isaiah,Ford,2017,7,237,MIA,WR,21.0,Virginia Tech
Devante,Mays,2017,7,238,GNB,RB,23.0,Utah St.
Noah,Brown,2017,7,239,DAL,WR,21.0,Ohio St.
Khalfani,Muhammad,2017,7,241,TEN,RB,22.0,California
Elijah,Hood,2017,7,242,OAK,RB,21.0,North Carolina
Malachi,Dupre,2017,7,247,GNB,WR,21.0,LSU
Chris,Carson,2017,7,249,SEA,RB,22.0,Oklahoma St.
Matthew,Dayes,2017,7,252,CLE,RB,23.0,North Carolina St.
Chad,Kelly,2017,7,253,DEN,QB,23.0,Mississippi
Baker,Mayfield,2018,1,1,CLE,QB,23.0,Oklahoma
Saquon,Barkley,2018,1,2,NYG,RB,21.0,Penn St.
Sam,Darnold,2018,1,3,NYJ,QB,21.0,USC
Josh,Allen,2018,1,7,BUF,QB,22.0,Wyoming
Josh,Rosen,2018,1,10,ARI,QB,21.0,UCLA
DJ,Moore,2018,1,24,CAR,WR,21.0,Maryland
Calvin,Ridley,2018,1,26,ATL,WR,23.0,Alabama
Rashaad,Penny,2018,1,27,SEA,RB,22.0,San Diego St.
Sony,Michel,2018,1,31,NWE,RB,23.0,Georgia
Lamar,Jackson,2018,1,32,BAL,QB,21.0,Louisville
Nick,Chubb,2018,2,35,CLE,RB,22.0,Georgia
Ronald,Jones,2018,2,38,TAM,RB,21.0,USC
Courtland,Sutton,2018,2,40,DEN,WR,22.0,SMU
Kerryon,Johnson,2018,2,43,DET,RB,21.0,Auburn
Dante,Pettis,2018,2,44,SFO,WR,22.0,Washington
Christian,Kirk,2018,2,47,ARI,WR,21.0,Texas A&M
Anthony,Miller,2018,2,51,CHI,WR,23.0,Memphis
Derrius,Guice,2018,2,59,WAS,RB,21.0,LSU
James,Washington,2018,2,60,PIT,WR,22.0,Oklahoma St.
DJ,Chark,2018,2,61,JAX,WR,21.0,LSU
Royce,Freeman,2018,3,71,DEN,RB,22.0,Oregon
Mason,Rudolph,2018,3,76,PIT,QB,23.0,Oklahoma St.
Michael,Gallup,2018,3,81,DAL,WR,22.0,Colorado St.
TreQuan,Smith,2018,3,91,NOR,WR,22.0,Central Florida
Keke,Coutee,2018,4,103,HOU,WR,21.0,Texas Tech
Nyheim,Hines,2018,4,104,IND,RB,21.0,North Carolina St.
Antonio,Callaway,2018,4,105,CLE,WR,21.0,Florida
Kyle,Lauletta,2018,4,108,NYG,QB,23.0,Richmond
Mark,Walton,2018,4,112,CIN,RB,21.0,Miami (FL)
DaeSean,Hamilton,2018,4,113,DEN,WR,23.0,Penn St.
Ito,Smith,2018,4,126,ATL,RB,22.0,Southern Miss
Kalen,Ballage,2018,4,131,MIA,RB,22.0,Arizona St.
Jaleel,Scott,2018,4,132,BAL,WR,23.0,New Mexico St.
JMon,Moore,2018,4,133,GNB,WR,23.0,Missouri
Chase,Edmonds,2018,4,134,ARI,RB,22.0,Fordham
Justin,Watson,2018,5,144,TAM,WR,22.0,Pennsylvania
Daurice,Fountain,2018,5,159,IND,WR,22.0,Northern Iowa
Jordan,Lasley,2018,5,162,BAL,WR,21.0,UCLA
Jordan,Wilkins,2018,5,169,IND,RB,24.0,Mississippi
Mike,White,2018,5,171,DAL,QB,23.0,Western Kentucky
Marquez,ValdesScantling,2018,5,174,GNB,WR,23.0,South Florida
Damion,Ratley,2018,6,175,CLE,WR,23.0,Texas A&M
John,Kelly,2018,6,176,LAR,RB,21.0,Tennessee
Deon,Cain,2018,6,185,IND,WR,22.0,Clemson
RayRay,McCloud,2018,6,187,BUF,WR,21.0,Clemson
Dylan,Cantrell,2018,6,191,LAC,WR,24.0,Texas Tech
Russell,Gage,2018,6,194,ATL,WR,22.0,LSU
Tremon,Smith,2018,6,196,KAN,WR,22.0,Central Arkansas
Luke,Falk,2018,6,199,TEN,QB,23.0,Washington St.
Boston,Scott,2018,6,201,NOR,RB,23.0,Louisiana Tech
Tanner,Lee,2018,6,203,JAX,QB,23.0,Nebraska
Trenton,Cannon,2018,6,204,NYJ,RB,24.0,Virginia St.
Equanimeous,St Brown,2018,6,207,GNB,WR,21.0,Notre Dame
Cedrick,Wilson,2018,6,208,DAL,WR,22.0,Boise St.
Braxton,Berrios,2018,6,210,NWE,WR,22.0,Miami (FL)
Danny,Etling,2018,7,219,NWE,QB,24.0,LSU
Alex,McGough,2018,7,220,SEA,QB,22.0,Florida International
Javon,Wims,2018,7,224,CHI,WR,23.0,Georgia
David,Williams,2018,7,226,DEN,RB,24.0,Arkansas
Marcell,Ateman,2018,7,228,OAK,WR,23.0,Oklahoma St.
Bo,Scarbrough,2018,7,236,DAL,RB,23.0,Alabama
Nick,Bawden,2018,7,237,DET,RB,22.0,San Diego St.
Richie,James,2018,7,240,SFO,WR,23.0,Middle Tenn. St.
Logan,Woodside,2018,7,249,CIN,QB,23.0,Toledo
Justin,Jackson,2018,7,251,LAC,RB,22.0,Northwestern
Auden,Tate,2018,7,253,CIN,WR,21.0,Florida St.
Austin,Proehl,2018,7,255,BUF,WR,22.0,North Carolina
Trey,Quinn,2018,7,256,WAS,WR,22.0,SMU
Kyler,Murray,2019,1,1,ARI,QB,22.0,Oklahoma
Daniel,Jones,2019,1,6,NYG,QB,22.0,Duke
Dwayne,Haskins,2019,1,15,WAS,QB,22.0,Ohio St.
Josh,Jacobs,2019,1,24,OAK,RB,21.0,Alabama
Marquise,Brown,2019,1,25,BAL,WR,22.0,Oklahoma
NKeal,Harry,2019,1,32,NWE,WR,21.0,Arizona St.
Deebo,Samuel,2019,2,36,SFO,WR,23.0,South Carolina
Drew,Lock,2019,2,42,DEN,QB,22.0,Missouri
AJ,Brown,2019,2,51,TEN,WR,22.0,Mississippi
Miles,Sanders,2019,2,53,PHI,RB,22.0,Penn St.
Mecole,Hardman,2019,2,56,KAN,WR,21.0,Georgia
JJ,ArcegaWhiteside,2019,2,57,PHI,WR,22.0,Stanford
Parris,Campbell,2019,2,59,IND,WR,22.0,Ohio St.
Andy,Isabella,2019,2,62,ARI,WR,22.0,Massachusetts
DK,Metcalf,2019,2,64,SEA,WR,21.0,Mississippi
Diontae,Johnson,2019,3,66,PIT,WR,23.0,Toledo
Jalen,Hurd,2019,3,67,SFO,WR,23.0,Baylor
Darrell,Henderson,2019,3,70,LAR,RB,22.0,Memphis
David,Montgomery,2019,3,73,CHI,RB,22.0,Iowa St.
Devin,Singletary,2019,3,74,BUF,RB,22.0,Florida Atlantic
Terry,McLaurin,2019,3,76,WAS,WR,23.0,Ohio St.
Damien,Harris,2019,3,87,NWE,RB,22.0,Alabama
Miles,Boykin,2019,3,93,BAL,WR,22.0,Notre Dame
Will,Grier,2019,3,100,CAR,QB,24.0,West Virginia
Alexander,Mattison,2019,3,102,MIN,RB,21.0,Boise St.
Hakeem,Butler,2019,4,103,ARI,WR,23.0,Iowa St.
Ryan,Finley,2019,4,104,CIN,QB,24.0,North Carolina St.
Bryce,Love,2019,4,112,WAS,RB,22.0,Stanford
Justice,Hill,2019,4,113,BAL,RB,21.0,Oklahoma St.
Gary,Jennings,2019,4,120,SEA,WR,22.0,West Virginia
Benny,Snell,2019,4,122,PIT,RB,21.0,Kentucky
Riley,Ridley,2019,4,126,CHI,WR,23.0,Georgia
Tony,Pollard,2019,4,128,DAL,RB,22.0,Memphis
Jarrett,Stidham,2019,4,133,NWE,QB,23.0,Auburn
Ryquell,Armstead,2019,5,140,JAX,RB,22.0,Temple
Hunter,Renfrow,2019,5,149,OAK,WR,23.0,Clemson
Qadree,Ollison,2019,5,152,ATL,RB,22.0,Pittsburgh
Jordan,Scarlett,2019,5,154,CAR,RB,23.0,Florida
Easton,Stick,2019,5,166,LAC,QB,23.0,North Dakota St.
Clayton,Thorson,2019,5,167,PHI,QB,24.0,Northwestern
Darius,Slayton,2019,5,171,NYG,WR,22.0,Auburn
KeeSean,Johnson,2019,6,174,ARI,WR,22.0,Fresno St.
Gardner,Minshew,2019,6,178,JAX,QB,23.0,Washington St.
Trayveon,Williams,2019,6,182,CIN,RB,21.0,Texas A&M
Travis,Fulgham,2019,6,184,DET,WR,23.0,Old Dominion
Ty,Johnson,2019,6,186,DET,RB,21.0,Maryland
Juwann,Winfree,2019,6,187,DEN,WR,23.0,Colorado
Dexter,Williams,2019,6,194,GNB,RB,22.0,Notre Dame
Trace,McSorley,2019,6,197,BAL,QB,24.0,Penn St.
Marcus,Green,2019,6,203,ATL,WR,23.0,La-Monroe
Travis,Homer,2019,6,204,SEA,RB,21.0,Miami (FL)
Kelvin,Harmon,2019,6,206,WAS,WR,22.0,North Carolina St.
Scott,Miller,2019,6,208,TAM,WR,22.0,Bowling Green
Rodney,Anderson,2019,6,211,CIN,RB,22.0,Oklahoma
Darwin,Thompson,2019,6,214,KAN,RB,22.0,Utah St.
Mike,Weber,2019,7,218,DAL,RB,22.0,Ohio St.
Cullen,Gillaspia,2019,7,220,HOU,RB,24.0,Texas A&M
Kerrith,Whyte,2019,7,222,CHI,RB,22.0,Florida Atlantic
Chandler,Cox,2019,7,233,MIA,RB,23.0,Auburn
Myles,Gaskin,2019,7,234,MIA,RB,22.0,Washington
John,Ursua,2019,7,236,SEA,WR,25.0,Hawaii
Terry,Godwin,2019,7,237,CAR,WR,22.0,Georgia
Dillon,Mitchell,2019,7,239,MIN,WR,22.0,Oregon
Olabisi,Johnson,2019,7,247,MIN,WR,22.0,Colorado St.
Joe,Burrow,2020,1,1,CIN,QB,23.0,LSU
Tua,Tagovailoa,2020,1,5,MIA,QB,22.0,Alabama
Justin,Herbert,2020,1,6,LAC,QB,22.0,Oregon
Henry,Ruggs,2020,1,12,LVR,WR,21.0,Alabama
Jerry,Jeudy,2020,1,15,DEN,WR,21.0,Alabama
CeeDee,Lamb,2020,1,17,DAL,WR,21.0,Oklahoma
Jalen,Reagor,2020,1,21,PHI,WR,21.0,TCU
Justin,Jefferson,2020,1,22,MIN,WR,21.0,LSU
Brandon,Aiyuk,2020,1,25,SFO,WR,22.0,Arizona St.
Jordan,Love,2020,1,26,GNB,QB,21.0,Utah St.
Clyde,EdwardsHelaire,2020,1,32,KAN,RB,21.0,LSU
Tee,Higgins,2020,2,33,CIN,WR,21.0,Clemson
Michael,Pittman,2020,2,34,IND,WR,22.0,USC
DAndre,Swift,2020,2,35,DET,RB,21.0,Georgia
Jonathan,Taylor,2020,2,41,IND,RB,21.0,Wisconsin
Laviska,Shenault,2020,2,42,JAX,WR,21.0,Colorado
KJ,Hamler,2020,2,46,DEN,WR,21.0,Penn St.
Chase,Claypool,2020,2,49,PIT,WR,22.0,Notre Dame
Cam,Akers,2020,2,52,LAR,RB,21.0,Florida St.
Jalen,Hurts,2020,2,53,PHI,QB,22.0,Oklahoma
JK,Dobbins,2020,2,55,BAL,RB,21.0,Ohio St.
Van,Jefferson,2020,2,57,LAR,WR,24.0,Florida
Denzel,Mims,2020,2,59,NYJ,WR,22.0,Baylor
AJ,Dillon,2020,2,62,GNB,RB,22.0,Boston Col.
Antonio,Gibson,2020,3,66,WAS,RB,22.0,Memphis
KeShawn,Vaughn,2020,3,76,TAM,RB,23.0,Illinois
Lynn,Bowden,2020,3,80,LVR,WR,22.0,Kentucky
Bryan,Edwards,2020,3,81,LVR,WR,21.0,South Carolina
Zack,Moss,2020,3,86,BUF,RB,22.0,Utah
Devin,Duvernay,2020,3,92,BAL,WR,22.0,Texas
Darrynton,Evans,2020,3,93,TEN,RB,22.0,Appalachian St.
Joshua,Kelley,2020,4,112,LAC,RB,22.0,UCLA
LaMical,Perine,2020,4,120,NYJ,RB,22.0,Florida
Jacob,Eason,2020,4,122,IND,QB,22.0,Washington
Anthony,McFarland,2020,4,124,PIT,RB,21.0,Maryland
James,Morgan,2020,4,125,NYJ,QB,23.0,Florida International
Gabriel,Davis,2020,4,128,BUF,WR,21.0,Central Florida
Antonio,GandyGolden,2020,4,142,WAS,WR,22.0,Liberty
DeeJay,Dallas,2020,4,144,SEA,RB,21.0,Miami (FL)
Joe,Reed,2020,5,151,LAC,WR,22.0,Virginia
Tyler,Johnson,2020,5,161,TAM,WR,22.0,Minnesota
Collin,Johnson,2020,5,165,JAX,WR,22.0,Texas
Quintez,Cephus,2020,5,166,DET,WR,22.0,Wisconsin
Jake,Fromm,2020,5,167,BUF,QB,22.0,Georgia
John,Hightower,2020,5,168,PHI,WR,24.0,Boise St.
Isaiah,Coulter,2020,5,171,HOU,WR,21.0,Rhode Island
Jason,Huntley,2020,5,172,DET,RB,22.0,New Mexico St.
Darnell,Mooney,2020,5,173,CHI,WR,22.0,Tulane
KJ,Osborn,2020,5,176,MIN,WR,23.0,Miami (FL)
Donovan,PeoplesJones,2020,6,187,CLE,WR,21.0,Michigan
Jake,Luton,2020,6,189,JAX,QB,24.0,Oregon St.
Quez,Watkins,2020,6,200,PHI,WR,22.0,Southern Miss
James,Proche,2020,6,201,BAL,WR,23.0,SMU
Isaiah,Hodgins,2020,6,207,BUF,WR,21.0,Oregon St.
Dezmon,Patmon,2020,6,212,IND,WR,22.0,Washington St.
Freddie,Swain,2020,6,214,SEA,WR,22.0,Florida
Jauan,Jennings,2020,7,217,SFO,WR,23.0,Tennessee
KJ,Hill,2020,7,220,LAC,WR,22.0,Ohio St.
Eno,Benjamin,2020,7,222,ARI,RB,21.0,Arizona St.
Cole,McDonald,2020,7,224,TEN,QB,22.0,Hawaii
Ben,DiNucci,2020,7,231,DAL,QB,23.0,James Madison
Tommy,Stevens,2020,7,240,NOR,QB,23.0,Mississippi St.
Nate,Stanley,2020,7,244,MIN,QB,23.0,Iowa
Raymond,Calais,2020,7,245,TAM,RB,22.0,Louisiana
Malcolm,Perry,2020,7,246,MIA,RB,23.0,Navy
Tyrie,Cleveland,2020,7,252,DEN,WR,22.0,Florida
Trevor,Lawrence,2021,1,1,JAX,QB,21.0,Clemson
Zach,Wilson,2021,1,2,NYJ,QB,22.0,BYU
Trey,Lance,2021,1,3,SFO,QB,21.0,North Dakota St.
JaMarr,Chase,2021,1,5,CIN,WR,21.0,LSU
Jaylen,Waddle,2021,1,6,MIA,WR,22.0,Alabama
DeVonta,Smith,2021,1,10,PHI,WR,22.0,Alabama
Justin,Fields,2021,1,11,CHI,QB,22.0,Ohio St.
Mac,Jones,2021,1,15,NWE,QB,23.0,Alabama
Kadarius,Toney,2021,1,20,NYG,WR,22.0,Florida
Najee,Harris,2021,1,24,PIT,RB,23.0,Alabama
Travis,Etienne,2021,1,25,JAX,RB,22.0,Clemson
Rashod,Bateman,2021,1,27,BAL,WR,21.0,Minnesota
Elijah,Moore,2021,2,34,NYJ,WR,21.0,Mississippi
Javonte,Williams,2021,2,35,DEN,RB,21.0,North Carolina
Rondale,Moore,2021,2,49,ARI,WR,21.0,Purdue
DWayne,Eskridge,2021,2,56,SEA,WR,24.0,Western Michigan
Tutu,Atwell,2021,2,57,LAR,WR,21.0,Louisville
Terrace,Marshall,2021,2,59,CAR,WR,21.0,LSU
Kyle,Trask,2021,2,64,TAM,QB,23.0,Florida
Kellen,Mond,2021,3,66,MIN,QB,22.0,Texas A&M
Davis,Mills,2021,3,67,HOU,QB,22.0,Stanford
Josh,Palmer,2021,3,77,LAC,WR,22.0,Tennessee
Dyami,Brown,2021,3,82,WAS,WR,21.0,North Carolina
Amari,Rodgers,2021,3,85,GNB,WR,21.0,Clemson
Trey,Sermon,2021,3,88,SFO,RB,22.0,Ohio St.
Nico,Collins,2021,3,89,HOU,WR,22.0,Michigan
Anthony,Schwartz,2021,3,91,CLE,WR,21.0,Auburn
Michael,Carter,2021,4,107,NYJ,RB,22.0,North Carolina
Dez,Fitzpatrick,2021,4,109,TEN,WR,23.0,Louisville
AmonRa,St Brown,2021,4,112,DET,WR,21.0,USC
Kene,Nwangwu,2021,4,119,MIN,RB,23.0,Iowa St.
Rhamondre,Stevenson,2021,4,120,NWE,RB,23.0,Oklahoma
Chuba,Hubbard,2021,4,126,CAR,RB,22.0,Oklahoma St.
Jaelon,Darden,2021,4,129,TAM,WR,22.0,North Texas
Tylan,Wallace,2021,4,131,BAL,WR,22.0,Oklahoma St.
Ian,Book,2021,4,133,NOR,QB,23.0,Notre Dame
Jacob,Harris,2021,4,141,LAR,WR,24.0,Central Florida
Kenneth,Gainwell,2021,5,150,PHI,RB,22.0,Memphis
Ihmir,SmithMarsette,2021,5,157,MIN,WR,22.0,Iowa
Simi,Fehoko,2021,5,179,DAL,WR,23.0,Stanford
Cornell,Powell,2021,5,181,KAN,WR,23.0,Clemson
Frank,Darby,2021,6,187,ATL,WR,23.0,Arizona St.
Elijah,Mitchell,2021,6,194,SFO,RB,23.0,Louisiana
Gary,Brightwell,2021,6,196,NYG,RB,22.0,Arizona
Larry,Rountree,2021,6,198,LAC,RB,22.0,Missouri
Chris,Evans,2021,6,202,CIN,RB,23.0,Michigan
Marquez,Stevenson,2021,6,203,BUF,WR,23.0,Houston
Shi,Smith,2021,6,204,CAR,WR,22.0,South Carolina
Racey,McMath,2021,6,205,TEN,WR,22.0,LSU
Jalen,Camp,2021,6,209,JAX,WR,23.0,Georgia Tech
Demetric,Felton,2021,6,211,CLE,RB,23.0,UCLA
Khalil,Herbert,2021,6,217,CHI,RB,23.0,Virginia Tech
Sam,Ehlinger,2021,6,218,IND,QB,22.0,Texas
Seth,Williams,2021,6,219,DEN,WR,21.0,Auburn
Dazz,Newsome,2021,6,221,CHI,WR,22.0,North Carolina
Mike,Strachan,2021,7,229,IND,WR,24.0,Charleston (WV)
Jake,Funk,2021,7,233,LAR,RB,23.0,Maryland
Tre,Nixon,2021,7,242,NWE,WR,23.0,Central Florida
Gerrid,Doaks,2021,7,244,MIA,RB,23.0,Cincinnati
Ben,Skowronek,2021,7,249,LAR,WR,24.0,Notre Dame
Kawaan,Baker,2021,7,255,NOR,WR,23.0,South Alabama
Kylin,Hill,2021,7,256,GNB,RB,23.0,Mississippi St.
Jermar,Jefferson,2021,7,257,DET,RB,21.0,Oregon St.
Dax,Milne,2021,7,258,WAS,WR,22.0,BYU
Drake,London,2022,1,8,ATL,WR,21.0,USC
Garrett,Wilson,2022,1,10,NYJ,WR,22.0,Ohio St.
Chris,Olave,2022,1,11,NOR,WR,22.0,Ohio St.
Jameson,Williams,2022,1,12,DET,WR,21.0,Alabama
Jahan,Dotson,2022,1,16,WAS,WR,22.0,Penn St.
Treylon,Burks,2022,1,18,TEN,WR,22.0,Arkansas
Kenny,Pickett,2022,1,20,PIT,QB,24.0,Pittsburgh
Christian,Watson,2022,2,34,GNB,WR,23.0,North Dakota St.
Breece,Hall,2022,2,36,NYJ,RB,21.0,Iowa St.
Kenneth,Walker,2022,2,41,SEA,RB,21.0,Michigan St.
WanDale,Robinson,2022,2,43,NYG,WR,21.0,Kentucky
John,Metchie,2022,2,44,HOU,WR,22.0,Alabama
Tyquan,Thornton,2022,2,50,NWE,WR,22.0,Baylor
George,Pickens,2022,2,52,PIT,WR,21.0,Georgia
Alec,Pierce,2022,2,53,IND,WR,22.0,Cincinnati
Skyy,Moore,2022,2,54,KAN,WR,21.0,Western Michigan
James,Cook,2022,2,63,BUF,RB,22.0,Georgia
Velus,Jones,2022,3,71,CHI,WR,25.0,Tennessee
Desmond,Ridder,2022,3,74,ATL,QB,23.0,Cincinnati
Malik,Willis,2022,3,86,TEN,QB,23.0,Liberty
Jalen,Tolbert,2022,3,88,DAL,WR,23.0,South Alabama
Rachaad,White,2022,3,91,TAM,RB,23.0,Arizona St.
Tyrion,DavisPrice,2022,3,93,SFO,RB,21.0,LSU
Matt,Corral,2022,3,94,CAR,QB,23.0,Mississippi
Brian,Robinson,2022,3,98,WAS,RB,23.0,Alabama
David,Bell,2022,3,99,CLE,WR,21.0,Purdue
Danny,Gray,2022,3,105,SFO,WR,23.0,SMU
Dameon,Pierce,2022,4,107,HOU,RB,22.0,Florida
Zamir,White,2022,4,122,LVR,RB,22.0,Georgia
Isaiah,Spiller,2022,4,123,LAC,RB,21.0,Texas A&M
Erik,Ezukanma,2022,4,125,MIA,WR,22.0,Texas Tech
Pierre,Strong,2022,4,127,NWE,RB,23.0,South Dakota St.
Hassan,Haskins,2022,4,131,TEN,RB,22.0,Michigan
Romeo,Doubs,2022,4,132,GNB,WR,22.0,Nevada
Bailey,Zappe,2022,4,137,NWE,QB,23.0,Western Kentucky
Calvin,Austin,2022,4,138,PIT,WR,23.0,Memphis
Sam,Howell,2022,5,144,WAS,QB,21.0,North Carolina
Khalil,Shakir,2022,5,148,BUF,WR,22.0,Boise St.
Tyler,Allgeier,2022,5,151,ATL,RB,22.0,BYU
Snoop,Conner,2022,5,154,JAX,RB,22.0,Mississippi
Jerome,Ford,2022,5,156,CLE,RB,22.0,Cincinnati
Montrell,Washington,2022,5,162,DEN,WR,23.0,Samford
Kyle,Philips,2022,5,163,TEN,WR,23.0,UCLA
Kyren,Williams,2022,5,164,LAR,RB,22.0,Notre Dame
Ty,Chandler,2022,5,169,MIN,RB,24.0,North Carolina
Kevin,Harris,2022,6,183,NWE,RB,21.0,South Carolina
Jalen,Nailor,2022,6,191,MIN,WR,23.0,Michigan St.
Tyler,Badie,2022,6,196,BAL,RB,22.0,Missouri
Keaontay,Ingram,2022,6,201,ARI,RB,22.0,USC
Michael,Woods,2022,6,202,CLE,WR,22.0,Oklahoma
Trestan,Ebner,2022,6,203,CHI,RB,23.0,Baylor
Bo,Melton,2022,7,229,SEA,WR,23.0,Rutgers
Dareke,Young,2022,7,233,SEA,WR,23.0,Lenoir-Rhyne
Chris,Oladokun,2022,7,241,PIT,QB,25.0,South Dakota St.
Skylar,Thompson,2022,7,247,MIA,QB,25.0,Kansas St.
Brittain,Brown,2022,7,250,LVR,RB,24.0,UCLA
Isiah,Pacheco,2022,7,251,KAN,RB,22.0,Rutgers
Samori,Toure,2022,7,258,GNB,WR,24.0,Nebraska
Zander,Horvath,2022,7,260,LAC,RB,23.0,Purdue
Brock,Purdy,2022,7,262,SFO,QB,22.0,Iowa St.
