Rank,FirstName,LastName,Team,Position,ADP,Year,TeamPosRank,PosRank1_ADP,PosRank2_ADP,PosAmbiguity
1,Adrian,Peterson,MIN,RB,1.5,2013,RB1,1.5,183.26,False
2,Doug,Martin,TBB,RB,3.66,2013,RB1,3.66,,False
3,Arian,Foster,HOU,RB,4.58,2013,RB1,4.58,100.71,False
4,Marshawn,Lynch,SEA,RB,7.64,2013,RB1,7.64,157.24,False
5,Jamaal,Charles,KCC,RB,7.92,2013,RB1,7.92,177.17,False
6,Ray,Rice,BAL,RB,8.7,2013,RB1,8.7,130.8,False
7,Calvin,Johnson,DET,WR,8.99,2013,WR1,8.99,152.93,False
8,CJ,Spiller,BUF,RB,9.31,2013,RB1,9.31,131.07,False
9,Trent,Richardson,IND,RB,10.2,2013,RB1,10.2,78.73,False
10,LeSean,McCoy,PHI,RB,11.0,2013,RB1,11.0,127.37,False
11,Alfred,Morris,WAS,RB,13.93,2013,RB1,13.93,164.92,False
12,Matt,Forte,CHI,RB,17.02,2013,RB1,17.02,151.77,False
13,AJ,Green,CIN,WR,17.41,2013,WR1,17.41,164.7,False
14,Dez,Bryant,DAL,WR,17.78,2013,WR1,17.78,88.37,False
15,Chris,Johnson,TEN,RB,21.51,2013,RB1,21.51,158.92,False
16,Steven,Jackson,ATL,RB,21.72,2013,RB1,21.72,143.75,False
17,Julio,Jones,ATL,WR,21.83,2013,WR1,21.83,34.02,False
18,Brandon,Marshall,CHI,WR,22.96,2013,WR1,22.96,131.71,False
19,Jimmy,Graham,NOS,TE,24.33,2013,TE1,24.33,,False
20,Demaryius,Thomas,DEN,WR,24.84,2013,WR1,24.84,42.75,False
21,Stevan,Ridley,NEP,RB,27.29,2013,RB1,27.29,91.13,False
22,Maurice,JonesDrew,JAC,RB,27.45,2013,RB1,27.45,189.94,False
23,Larry,Fitzgerald,ARI,WR,29.91,2013,WR1,29.91,127.07,False
24,Reggie,Bush,DET,RB,31.18,2013,RB1,31.18,146.47,False
25,Andre,Johnson,HOU,WR,31.26,2013,WR1,31.26,121.53,False
26,Frank,Gore,SFO,RB,32.83,2013,RB1,32.83,165.84,False
27,Randall,Cobb,GBP,WR,33.23,2013,WR1,33.23,55.84,False
28,Roddy,White,ATL,WR,34.02,2013,WR2,21.83,34.02,False
29,David,Wilson,NYG,RB,36.24,2013,RB1,36.24,113.89,False
30,Victor,Cruz,NYG,WR,36.26,2013,WR1,36.26,57.44,True
31,DeMarco,Murray,DAL,RB,36.73,2013,RB1,36.73,173.21,False
32,Vincent,Jackson,TBB,WR,40.02,2013,WR1,40.02,99.43,True
33,Wes,Welker,DEN,WR,42.75,2013,WR2,24.84,42.75,False
34,Marques,Colston,NOS,WR,45.05,2013,WR1,45.05,105.62,True
35,Darren,McFadden,OAK,RB,45.96,2013,RB1,45.96,191.57,False
36,Darren,Sproles,NOS,RB,46.78,2013,RB1,46.78,97.24,True
37,Dwayne,Bowe,KCC,WR,48.27,2013,WR1,48.27,200.97,False
38,Eddie,Lacy,GBP,RB,49.06,2013,RB1,49.06,160.06,False
39,Rob,Gronkowski,NEP,TE,49.34,2013,TE1,49.34,,False
40,Danny,Amendola,NEP,WR,49.89,2013,WR1,49.89,118.1,False
41,Reggie,Wayne,IND,WR,50.59,2013,WR1,50.59,77.35,True
42,Lamar,Miller,MIA,RB,52.37,2013,RB1,52.37,173.45,False
43,Jordy,Nelson,GBP,WR,55.84,2013,WR2,33.23,55.84,False
44,Hakeem,Nicks,NYG,WR,57.44,2013,WR2,36.26,57.44,True
45,Torrey,Smith,BAL,WR,57.86,2013,WR1,57.86,171.15,False
46,Jason,Witten,DAL,TE,59.96,2013,TE1,59.96,,False
47,Pierre,Garcon,WAS,WR,60.56,2013,WR1,60.56,177.03,False
48,Eric,Decker,DEN,WR,60.85,2013,WR3,24.84,42.75,False
49,Vernon,Davis,SFO,TE,60.92,2013,TE1,60.92,,False
50,Montee,Ball,DEN,RB,62.24,2013,RB1,62.24,124.89,False
51,Ryan,Mathews,SDC,RB,63.27,2013,RB1,63.27,140.72,False
52,Antonio,Brown,PIT,WR,64.37,2013,WR1,64.37,128.59,False
53,Mike,Wallace,MIA,WR,64.45,2013,WR1,64.45,153.83,False
54,Tony,Gonzalez,ATL,TE,64.46,2013,TE1,64.46,,False
55,DeSean,Jackson,PHI,WR,69.58,2013,WR1,69.58,191.66,False
56,Giovani,Bernard,CIN,RB,70.16,2013,RB1,70.16,89.44,True
57,Steve,Smith,CAR,WR,70.81,2013,WR1,70.81,167.16,False
58,James,Jones,GBP,WR,72.42,2013,WR3,33.23,55.84,False
59,TY,Hilton,IND,WR,77.35,2013,WR2,50.59,77.35,True
60,Ahmad,Bradshaw,IND,RB,78.73,2013,RB2,10.2,78.73,False
61,Daryl,Richardson,STL,RB,78.88,2013,RB1,78.88,152.65,False
62,Chris,Ivory,NYJ,RB,80.59,2013,RB1,80.59,160.6,False
63,LeVeon,Bell,PIT,RB,83.64,2013,RB1,83.64,152.33,False
64,Tavon,Austin,STL,WR,84.22,2013,WR1,84.22,118.06,False
65,Jermichael,Finley,GBP,TE,84.76,2013,TE1,84.76,,False
66,Rashard,Mendenhall,ARI,RB,85.7,2013,RB1,85.7,178.98,False
67,Greg,Jennings,MIN,WR,87.12,2013,WR1,87.12,144.59,False
68,Miles,Austin,DAL,WR,88.37,2013,WR2,17.78,88.37,False
69,Cecil,Shorts,JAC,WR,88.54,2013,WR1,88.54,123.17,False
70,Anquan,Boldin,SFO,WR,88.73,2013,WR1,88.73,193.22,False
71,Steve,Johnson,BUF,WR,89.06,2013,WR1,89.06,181.69,False
72,DeAngelo,Williams,CAR,RB,89.23,2013,RB1,89.23,135.03,False
73,BenJarvus,GreenEllis,CIN,RB,89.44,2013,RB2,70.16,89.44,True
74,Kyle,Rudolph,MIN,TE,90.4,2013,TE1,90.4,,False
75,Shane,Vereen,NEP,RB,91.13,2013,RB2,27.29,91.13,False
76,Greg,Olsen,CAR,TE,95.57,2013,TE1,95.57,,False
77,Mark,Ingram,NOS,RB,97.24,2013,RB2,46.78,97.24,True
78,Mike,Williams,TBB,WR,99.43,2013,WR2,40.02,99.43,True
79,Josh,Gordon,CLE,WR,100.39,2013,WR1,100.39,169.57,False
80,Ben,Tate,HOU,RB,100.71,2013,RB2,4.58,100.71,False
81,Antonio,Gates,SDC,TE,104.04,2013,TE1,104.04,,False
82,Owen,Daniels,HOU,TE,105.18,2013,TE1,105.18,,False
83,Lance,Moore,NOS,WR,105.62,2013,WR2,45.05,105.62,True
84,Kenny,Britt,TEN,WR,105.65,2013,WR1,105.65,151.96,False
85,Jared,Cook,STL,TE,107.02,2013,TE1,107.02,,False
86,Andre,Brown,NYG,RB,113.89,2013,RB2,36.24,113.89,False
87,Golden,Tate,SEA,WR,115.49,2013,WR1,115.49,119.49,False
88,Chris,Givens,STL,WR,118.06,2013,WR2,84.22,118.06,False
89,Kenbrell,Thompkins,NEP,WR,118.1,2013,WR2,49.89,118.1,False
90,Vick,Ballard,IND,RB,119.07,2013,RB3,10.2,78.73,False
91,Sidney,Rice,SEA,WR,119.49,2013,WR2,115.49,119.49,False
92,DeAndre,Hopkins,HOU,WR,121.53,2013,WR2,31.26,121.53,False
93,Justin,Blackmon,JAC,WR,123.17,2013,WR2,88.54,123.17,False
94,Vincent,Brown,SDC,WR,124.11,2013,WR1,124.11,162.1,False
95,Jordan,Cameron,CLE,TE,124.18,2013,TE1,124.18,,False
96,Ronnie,Hillman,DEN,RB,124.89,2013,RB2,62.24,124.89,False
97,Michael,Floyd,ARI,WR,127.07,2013,WR2,29.91,127.07,False
98,Bryce,Brown,PHI,RB,127.37,2013,RB2,11.0,127.37,False
99,Emmanuel,Sanders,PIT,WR,128.59,2013,WR2,64.37,128.59,False
100,Bernard,Pierce,BAL,RB,130.8,2013,RB2,8.7,130.8,False
101,Fred,Jackson,BUF,RB,131.07,2013,RB2,9.31,131.07,False
102,Alshon,Jeffery,CHI,WR,131.71,2013,WR2,22.96,131.71,False
103,Martellus,Bennett,CHI,TE,133.6,2013,TE1,133.6,,False
104,Jonathan,Stewart,CAR,RB,135.03,2013,RB2,89.23,135.03,False
105,Brandon,Pettigrew,DET,TE,136.04,2013,TE1,136.04,,False
106,Denarius,Moore,OAK,WR,136.48,2013,WR1,136.48,196.79,False
107,Brandon,Myers,NYG,TE,136.98,2013,TE1,136.98,,False
108,Zach,Sudfeld,NYJ,TE,139.18,2013,TE1,139.18,,False
109,Danny,Woodhead,SDC,RB,140.72,2013,RB2,63.27,140.72,False
111,Fred,Davis,WAS,TE,142.52,2013,TE1,142.52,,False
112,Jacquizz,Rodgers,ATL,RB,143.75,2013,RB2,21.72,143.75,False
113,Pierre,Thomas,NOS,RB,144.17,2013,RB3,46.78,97.24,True
114,Cordarrelle,Patterson,MIN,WR,144.59,2013,WR2,87.12,144.59,False
115,Jermaine,Gresham,CIN,TE,145.15,2013,TE1,145.15,154.23,False
116,Mikel,Leshoure,DET,RB,146.47,2013,RB2,31.18,146.47,False
117,Knowshon,Moreno,DEN,RB,150.15,2013,RB3,62.24,124.89,False
118,Michael,Bush,CHI,RB,151.77,2013,RB2,17.02,151.77,False
119,Kendall,Wright,TEN,WR,151.96,2013,WR2,105.65,151.96,False
120,Jonathan,Dwyer,PIT,RB,152.33,2013,RB2,83.64,152.33,False
121,Isaiah,Pead,STL,RB,152.65,2013,RB2,78.88,152.65,False
122,Ryan,Broyles,DET,WR,152.93,2013,WR2,8.99,152.93,False
123,Brian,Hartline,MIA,WR,153.83,2013,WR2,64.45,153.83,False
124,Rueben,Randle,NYG,WR,154.1,2013,WR3,36.26,57.44,True
125,Tyler,Eifert,CIN,TE,154.23,2013,TE2,145.15,154.23,False
126,Darrius,HeywardBey,IND,WR,154.43,2013,WR3,50.59,77.35,True
127,Joique,Bell,DET,RB,156.35,2013,RB3,31.18,146.47,False
128,Christine,Michael,SEA,RB,157.24,2013,RB2,7.64,157.24,False
129,Shonn,Greene,TEN,RB,158.92,2013,RB2,21.51,158.92,False
130,Johnathan,Franklin,GBP,RB,160.06,2013,RB2,49.06,160.06,False
131,Bilal,Powell,NYJ,RB,160.6,2013,RB2,80.59,160.6,False
132,Julius,Thomas,DEN,TE,160.66,2013,TE1,160.66,208.31,False
134,Malcom,Floyd,SDC,WR,162.1,2013,WR2,124.11,162.1,False
133,Coby,Fleener,IND,TE,162.1,2013,TE1,162.1,177.66,False
135,Heath,Miller,PIT,TE,163.1,2013,TE1,163.1,,False
136,Aaron,Dobson,NEP,WR,164.32,2013,WR3,49.89,118.1,False
137,Mohamed,Sanu,CIN,WR,164.7,2013,WR2,17.41,164.7,False
138,Roy,Helu,WAS,RB,164.92,2013,RB2,13.93,164.92,False
139,LaMichael,James,SFO,RB,165.84,2013,RB2,32.83,165.84,False
140,Brandon,LaFell,CAR,WR,167.16,2013,WR2,70.81,167.16,False
141,Kendall,Hunter,SFO,RB,169.17,2013,RB3,32.83,165.84,False
142,Greg,Little,CLE,WR,169.57,2013,WR2,100.39,169.57,False
143,Jacoby,Jones,BAL,WR,171.15,2013,WR2,57.86,171.15,False
144,Zach,Miller,SEA,TE,172.08,2013,TE1,172.08,,False
145,Zac,Stacy,STL,RB,172.74,2013,RB3,78.88,152.65,False
146,Joseph,Randle,DAL,RB,173.21,2013,RB2,36.73,173.21,False
147,Daniel,Thomas,MIA,RB,173.45,2013,RB2,52.37,173.45,False
148,Santana,Moss,WAS,WR,177.03,2013,WR2,60.56,177.03,False
149,Knile,Davis,KCC,RB,177.17,2013,RB2,7.92,177.17,False
150,Dwayne,Allen,IND,TE,177.66,2013,TE2,162.1,177.66,False
151,Santonio,Holmes,NYJ,WR,178.83,2013,WR1,178.83,203.34,False
152,Ryan,Williams,ARI,RB,178.98,2013,RB2,85.7,178.98,False
153,Brent,Celek,PHI,TE,179.3,2013,TE1,179.3,190.63,False
154,Robert,Turbin,SEA,RB,180.22,2013,RB3,7.64,157.24,False
155,Robert,Woods,BUF,WR,181.69,2013,WR2,89.06,181.69,False
156,Ed,Dickson,BAL,TE,182.05,2013,TE1,182.05,,False
157,Kenny,Stills,NOS,WR,182.47,2013,WR3,45.05,105.62,True
158,Felix,Jones,PIT,RB,182.51,2013,RB3,83.64,152.33,False
159,Markus,Wheaton,PIT,WR,182.54,2013,WR3,64.37,128.59,False
160,Julian,Edelman,NEP,WR,182.62,2013,WR4,49.89,118.1,False
161,Toby,Gerhart,MIN,RB,183.26,2013,RB2,1.5,183.26,False
162,Andre,Roberts,ARI,WR,184.11,2013,WR3,29.91,127.07,False
163,Robert,Housler,ARI,TE,184.61,2013,TE1,184.61,,False
164,DuJuan,Harris,GBP,RB,188.78,2013,RB3,49.06,160.06,False
165,LeGarrette,Blount,NEP,RB,189.67,2013,RB3,27.29,91.13,False
166,Denard,Robinson,JAC,RB,189.94,2013,RB2,27.45,189.94,False
167,Zach,Ertz,PHI,TE,190.63,2013,TE2,179.3,190.63,False
168,Marcel,Reece,OAK,RB,191.57,2013,RB2,45.96,191.57,False
169,Riley,Cooper,PHI,WR,191.66,2013,WR2,69.58,191.66,False
170,Quinton,Patton,SFO,WR,193.22,2013,WR2,88.73,193.22,False
171,Marcus,Lattimore,SFO,RB,193.45,2013,RB4,32.83,165.84,False
172,Lance,Dunbar,DAL,RB,194.15,2013,RB3,36.73,173.21,False
173,Mike,Tolbert,CAR,RB,194.16,2013,RB3,89.23,135.03,False
174,Keenan,Allen,SDC,WR,195.67,2013,WR3,124.11,162.1,False
175,Rashad,Jennings,OAK,RB,195.94,2013,RB3,45.96,191.57,False
176,Nate,Washington,TEN,WR,196.73,2013,WR3,105.65,151.96,False
177,Rod,Streater,OAK,WR,196.79,2013,WR2,136.48,196.79,False
178,Marcedes,Lewis,JAC,TE,197.7,2013,TE1,197.7,,False
179,Stepfan,Taylor,ARI,RB,200.95,2013,RB3,85.7,178.98,False
180,Donnie,Avery,KCC,WR,200.97,2013,WR2,48.27,200.97,False
181,Nate,Burleson,DET,WR,202.15,2013,WR3,8.99,152.93,False
182,Stephen,Hill,NYJ,WR,203.34,2013,WR2,178.83,203.34,False
183,Jacob,Tamme,DEN,TE,208.31,2013,TE2,160.66,208.31,False
184,Justin,Hunter,TEN,WR,208.59,2013,WR4,105.65,151.96,False
185,Brian,Quick,STL,WR,209.62,2013,WR3,84.22,118.06,False
186,Dexter,McCluster,KCC,WR,214.86,2013,WR3,48.27,200.97,False
187,Jeremy,Kerley,NYJ,WR,217.76,2013,WR3,178.83,203.34,False
1,LeSean,McCoy,PHI,RB,2.44,2014,RB1,2.44,102.68,False
2,Jamaal,Charles,KCC,RB,3.4,2014,RB1,3.4,157.55,False
3,Calvin,Johnson,DET,WR,6.54,2014,WR1,6.54,91.86,False
4,Matt,Forte,CHI,RB,6.9,2014,RB1,6.9,191.44,False
5,Eddie,Lacy,GBP,RB,8.46,2014,RB1,8.46,167.59,False
6,Demaryius,Thomas,DEN,WR,10.46,2014,WR1,10.46,68.31,False
7,Jimmy,Graham,NOS,TE,11.44,2014,TE1,11.44,,False
8,Marshawn,Lynch,SEA,RB,11.52,2014,RB1,11.52,144.18,False
9,Dez,Bryant,DAL,WR,14.5,2014,WR1,14.5,97.56,False
10,AJ,Green,CIN,WR,15.02,2014,WR1,15.02,156.99,False
11,Montee,Ball,DEN,RB,17.07,2014,RB1,17.07,172.39,False
12,Julio,Jones,ATL,WR,18.25,2014,WR1,18.25,50.41,False
13,DeMarco,Murray,DAL,RB,18.28,2014,RB1,18.28,174.38,False
14,Brandon,Marshall,CHI,WR,18.77,2014,WR1,18.77,26.74,False
15,Giovani,Bernard,CIN,RB,22.51,2014,RB1,22.51,126.51,False
16,Jordy,Nelson,GBP,WR,23.48,2014,WR1,23.48,30.94,False
17,Arian,Foster,HOU,RB,24.23,2014,RB1,24.23,174.09,False
18,Doug,Martin,TBB,RB,24.61,2014,RB1,24.61,,False
19,Alshon,Jeffery,CHI,WR,26.74,2014,WR2,18.77,26.74,False
20,Antonio,Brown,PIT,WR,27.13,2014,WR1,27.13,142.67,False
21,LeVeon,Bell,PIT,RB,28.49,2014,RB1,28.49,63.03,False
22,Julius,Thomas,DEN,TE,29.46,2014,TE1,29.46,,False
23,Alfred,Morris,WAS,RB,29.74,2014,RB1,29.74,182.87,False
24,Randall,Cobb,GBP,WR,30.94,2014,WR2,23.48,30.94,False
25,Rob,Gronkowski,NEP,TE,32.22,2014,TE1,32.22,164.96,False
26,Zac,Stacy,STL,RB,32.75,2014,RB1,32.75,161.96,False
27,Andre,Ellington,ARI,RB,35.51,2014,RB1,35.51,,False
28,Keenan,Allen,SDC,WR,37.16,2014,WR1,37.16,182.17,False
29,Reggie,Bush,DET,RB,38.66,2014,RB1,38.66,72.81,True
30,Vincent,Jackson,TBB,WR,42.94,2014,WR1,42.94,107.11,True
31,Larry,Fitzgerald,ARI,WR,43.8,2014,WR1,43.8,60.01,True
32,CJ,Spiller,BUF,RB,45.03,2014,RB1,45.03,108.23,False
33,Victor,Cruz,NYG,WR,45.16,2014,WR1,45.16,122.47,False
34,Andre,Johnson,HOU,WR,45.48,2014,WR1,45.48,119.6,False
35,Pierre,Garcon,WAS,WR,46.13,2014,WR1,46.13,55.5,True
36,Cordarrelle,Patterson,MIN,WR,48.3,2014,WR1,48.3,147.87,False
37,Ryan,Mathews,SDC,RB,49.91,2014,RB1,49.91,118.05,False
38,Roddy,White,ATL,WR,50.41,2014,WR2,18.25,50.41,False
39,Percy,Harvin,NYJ,WR,52.8,2014,WR1,52.8,87.21,True
40,Michael,Crabtree,SFO,WR,53.42,2014,WR1,53.42,119.28,False
41,Frank,Gore,SFO,RB,54.66,2014,RB1,54.66,109.17,False
42,Vernon,Davis,SFO,TE,55.26,2014,TE1,55.26,,False
43,DeSean,Jackson,WAS,WR,55.5,2014,WR2,46.13,55.5,True
44,Shane,Vereen,NEP,RB,55.9,2014,RB1,55.9,95.72,True
45,Toby,Gerhart,JAC,RB,55.98,2014,RB1,55.98,,False
46,Rashad,Jennings,NYG,RB,58.59,2014,RB1,58.59,138.86,False
47,Michael,Floyd,ARI,WR,60.01,2014,WR2,43.8,60.01,True
48,TY,Hilton,IND,WR,60.24,2014,WR1,60.24,92.38,True
49,Ben,Tate,PIT,RB,63.03,2014,RB2,28.49,63.03,False
50,Chris,Johnson,NYJ,RB,63.37,2014,RB1,63.37,151.06,False
51,Jordan,Cameron,CLE,TE,63.47,2014,TE1,63.47,,False
52,Bishop,Sankey,TEN,RB,67.0,2014,RB1,67.0,154.63,False
53,Wes,Welker,DEN,WR,68.31,2014,WR2,10.46,68.31,False
54,Torrey,Smith,BAL,WR,68.35,2014,WR1,68.35,144.59,False
55,Julian,Edelman,NEP,WR,69.06,2014,WR1,69.06,138.61,False
56,Emmanuel,Sanders,DEN,WR,69.64,2014,WR3,10.46,68.31,False
57,Trent,Richardson,IND,RB,70.22,2014,RB1,70.22,161.32,False
58,Jeremy,Maclin,PHI,WR,70.98,2014,WR1,70.98,112.94,False
59,Jason,Witten,DAL,TE,71.02,2014,TE1,71.02,,False
60,Joique,Bell,DET,RB,72.81,2014,RB2,38.66,72.81,True
61,Marques,Colston,NOS,WR,77.69,2014,WR1,77.69,92.3,True
62,Mike,Wallace,MIA,WR,82.99,2014,WR1,82.99,161.57,False
63,Sammy,Watkins,BUF,WR,84.66,2014,WR1,84.66,186.73,False
64,Maurice,JonesDrew,OAK,RB,86.01,2014,RB1,86.01,131.69,False
65,Eric,Decker,NYJ,WR,87.21,2014,WR2,52.8,87.21,True
66,Kyle,Rudolph,MIN,TE,88.24,2014,TE1,88.24,,False
67,Jordan,Reed,WAS,TE,89.38,2014,TE1,89.38,,False
68,Pierre,Thomas,NOS,RB,91.74,2014,RB1,91.74,122.26,False
69,Golden,Tate,DET,WR,91.86,2014,WR2,6.54,91.86,False
70,Greg,Olsen,CAR,TE,92.19,2014,TE1,92.19,,False
71,Brandin,Cooks,NOS,WR,92.3,2014,WR2,77.69,92.3,True
72,Reggie,Wayne,IND,WR,92.38,2014,WR2,60.24,92.38,True
73,Kendall,Wright,TEN,WR,92.44,2014,WR1,92.44,127.13,False
74,Knowshon,Moreno,MIA,RB,94.31,2014,RB1,94.31,99.36,True
75,Steven,Jackson,ATL,RB,95.05,2014,RB1,95.05,124.68,False
76,Stevan,Ridley,NEP,RB,95.72,2014,RB2,55.9,95.72,True
77,Terrance,Williams,DAL,WR,97.56,2014,WR2,14.5,97.56,False
78,Dennis,Pitta,BAL,TE,99.13,2014,TE1,99.13,,False
79,Lamar,Miller,MIA,RB,99.36,2014,RB2,94.31,99.36,True
80,Darren,Sproles,PHI,RB,102.68,2014,RB2,2.44,102.68,False
81,Zach,Ertz,PHI,TE,103.44,2014,TE1,103.44,180.63,False
82,Mike,Evans,TBB,WR,107.11,2014,WR2,42.94,107.11,True
83,Kelvin,Benjamin,CAR,WR,107.31,2014,WR1,107.31,187.95,False
84,Fred,Jackson,BUF,RB,108.23,2014,RB2,45.03,108.23,False
85,Carlos,Hyde,SFO,RB,109.17,2014,RB2,54.66,109.17,False
86,Riley,Cooper,PHI,WR,112.94,2014,WR2,70.98,112.94,False
87,Dwayne,Bowe,KCC,WR,113.46,2014,WR1,113.46,,False
88,Martellus,Bennett,CHI,TE,117.94,2014,TE1,117.94,,False
89,Danny,Woodhead,SDC,RB,118.05,2014,RB2,49.91,118.05,False
90,Anquan,Boldin,SFO,WR,119.28,2014,WR2,53.42,119.28,False
91,DeAndre,Hopkins,HOU,WR,119.6,2014,WR2,45.48,119.6,False
92,Bernard,Pierce,BAL,RB,120.38,2014,RB1,120.38,,False
93,Mark,Ingram,NOS,RB,122.26,2014,RB2,91.74,122.26,False
94,Rueben,Randle,NYG,WR,122.47,2014,WR2,45.16,122.47,False
95,Devonta,Freeman,ATL,RB,124.68,2014,RB2,95.05,124.68,False
96,DeAngelo,Williams,CAR,RB,125.31,2014,RB1,125.31,154.9,False
97,Jeremy,Hill,CIN,RB,126.51,2014,RB2,22.51,126.51,False
98,Tavon,Austin,STL,WR,126.61,2014,WR1,126.61,166.28,False
99,Justin,Hunter,TEN,WR,127.13,2014,WR2,92.44,127.13,False
100,Ladarius,Green,SDC,TE,129.39,2014,TE1,129.39,134.76,False
101,Cecil,Shorts,JAC,WR,130.59,2014,WR1,130.59,162.44,False
102,Hakeem,Nicks,IND,WR,130.82,2014,WR3,60.24,92.38,True
103,Darren,McFadden,OAK,RB,131.69,2014,RB2,86.01,131.69,False
104,Antonio,Gates,SDC,TE,134.76,2014,TE2,129.39,134.76,False
105,Terrance,West,CLE,RB,136.35,2014,RB1,136.35,,False
106,Eric,Ebron,DET,TE,137.01,2014,TE1,137.01,,False
107,Charles,Clay,MIA,TE,137.09,2014,TE1,137.09,,False
108,Danny,Amendola,NEP,WR,138.61,2014,WR2,69.06,138.61,False
109,Andre,Williams,NYG,RB,138.86,2014,RB2,58.59,138.86,False
110,Markus,Wheaton,PIT,WR,142.67,2014,WR2,27.13,142.67,False
111,Jordan,Matthews,PHI,WR,142.77,2014,WR3,70.98,112.94,False
112,Heath,Miller,PIT,TE,143.56,2014,TE1,143.56,,False
113,Christine,Michael,SEA,RB,144.18,2014,RB2,11.52,144.18,False
114,Kenny,Stills,NOS,WR,144.52,2014,WR3,77.69,92.3,True
115,Steve,Smith,BAL,WR,144.59,2014,WR2,68.35,144.59,False
116,Khiry,Robinson,NOS,RB,144.87,2014,RB3,91.74,122.26,False
117,Greg,Jennings,MIN,WR,147.87,2014,WR2,48.3,147.87,False
118,LeGarrette,Blount,NEP,RB,150.44,2014,RB3,55.9,95.72,True
119,Jarrett,Boykin,GBP,WR,151.01,2014,WR3,23.48,30.94,False
120,Chris,Ivory,NYJ,RB,151.06,2014,RB2,63.37,151.06,False
121,Tyler,Eifert,CIN,TE,153.9,2014,TE1,153.9,,False
122,Shonn,Greene,TEN,RB,154.63,2014,RB2,67.0,154.63,False
123,Jonathan,Stewart,CAR,RB,154.9,2014,RB2,125.31,154.9,False
124,Marvin,Jones,CIN,WR,156.99,2014,WR2,15.02,156.99,False
125,James,Jones,OAK,WR,157.46,2014,WR1,157.46,184.38,False
126,Knile,Davis,KCC,RB,157.55,2014,RB2,3.4,157.55,False
127,Dwayne,Allen,IND,TE,158.03,2014,TE1,158.03,163.83,False
128,Aaron,Dobson,NEP,WR,159.77,2014,WR3,69.06,138.61,False
129,Delanie,Walker,TEN,TE,161.13,2014,TE1,161.13,,False
130,Ahmad,Bradshaw,IND,RB,161.32,2014,RB2,70.22,161.32,False
131,Travis,Kelce,KCC,TE,161.52,2014,TE1,161.52,,False
132,Brian,Hartline,MIA,WR,161.57,2014,WR2,82.99,161.57,False
133,Tre,Mason,STL,RB,161.96,2014,RB2,32.75,161.96,False
134,Marqise,Lee,JAC,WR,162.44,2014,WR2,130.59,162.44,False
135,Doug,Baldwin,SEA,WR,163.4,2014,WR1,163.4,,False
