Rank,FirstName,LastName,Team,Position,ADP,Year,TeamPosRank,PosRank1_ADP,PosRank2_ADP,PosAmbiguity
136,Coby,Fleener,IND,TE,163.83,2014,TE2,158.03,163.83,False
137,Tim,Wright,NEP,TE,164.96,2014,TE2,32.22,164.96,False
138,Miles,Austin,CLE,WR,165.9,2014,WR1,165.9,180.03,False
139,Kenny,Britt,STL,WR,166.28,2014,WR2,126.61,166.28,False
140,James,Starks,GBP,RB,167.59,2014,RB2,8.46,167.59,False
141,Ronnie,Hillman,DEN,RB,172.39,2014,RB2,17.07,172.39,False
142,Odell,Beckham,NYG,WR,172.92,2014,WR3,45.16,122.47,False
143,James,White,NEP,RB,172.93,2014,RB4,55.9,95.72,True
144,Jonathan,Grimes,HOU,RB,174.09,2014,RB2,24.23,174.09,False
145,Lance,Dunbar,DAL,RB,174.38,2014,RB2,18.28,174.38,False
146,Cody,Latimer,DEN,WR,175.46,2014,WR4,10.46,68.31,False
147,Donald,Brown,SDC,RB,176.49,2014,RB3,49.91,118.05,False
148,Jared,Cook,STL,TE,178.82,2014,TE1,178.82,,False
149,Richard,Rodgers,GBP,TE,179.44,2014,TE1,179.44,182.52,False
150,Benny,Cunningham,STL,RB,179.75,2014,RB3,32.75,161.96,False
151,Andrew,Hawkins,CLE,WR,180.03,2014,WR2,165.9,180.03,False
152,Brent,Celek,PHI,TE,180.63,2014,TE2,103.44,180.63,False
153,Austin,SeferianJenkins,TBB,TE,181.32,2014,TE1,181.32,,False
154,Malcom,Floyd,SDC,WR,182.17,2014,WR2,37.16,182.17,False
155,Andrew,Quarless,GBP,TE,182.52,2014,TE2,179.44,182.52,False
156,Garrett,Graham,HOU,TE,182.64,2014,TE1,182.64,,False
157,Roy,Helu,WAS,RB,182.87,2014,RB2,29.74,182.87,False
158,Steve,Johnson,SFO,WR,183.82,2014,WR3,53.42,119.28,False
159,Rod,Streater,OAK,WR,184.38,2014,WR2,157.46,184.38,False
160,Brandon,LaFell,NEP,WR,184.39,2014,WR4,69.06,138.61,False
161,Mohamed,Sanu,CIN,WR,186.12,2014,WR3,15.02,156.99,False
162,Robert,Woods,BUF,WR,186.73,2014,WR2,84.66,186.73,False
163,Kenbrell,Thompkins,OAK,WR,187.33,2014,WR3,157.46,184.38,False
164,Jerricho,Cotchery,CAR,WR,187.95,2014,WR2,107.31,187.95,False
165,CJ,Anderson,DEN,RB,188.03,2014,RB3,17.07,172.39,False
166,Jacquizz,Rodgers,ATL,RB,188.75,2014,RB3,95.05,124.68,False
167,Dexter,McCluster,TEN,RB,190.24,2014,RB3,67.0,154.63,False
168,Bryce,Brown,BUF,RB,190.58,2014,RB3,45.03,108.23,False
169,Davante,Adams,GBP,WR,191.03,2014,WR4,23.48,30.94,False
170,Jace,Amaro,NYJ,TE,191.43,2014,TE1,191.43,,False
171,KaDeem,Carey,CHI,RB,191.44,2014,RB2,6.9,191.44,False
172,Dri,Archer,PIT,RB,193.76,2014,RB3,28.49,63.03,False
173,Jerick,McKinnon,MIN,RB,194.06,2014,RB1,194.06,,False
174,Denarius,Moore,OAK,WR,195.23,2014,WR4,157.46,184.38,False
175,Robert,Turbin,SEA,RB,195.28,2014,RB3,11.52,144.18,False
177,Harry,Douglas,ATL,WR,196.29,2014,WR3,18.25,50.41,False
178,John,Brown,ARI,WR,200.74,2014,WR3,43.8,60.01,True
180,Alfred,Blue,HOU,RB,206.53,2014,RB3,24.23,174.09,False
181,Allen,Robinson,JAC,WR,207.75,2014,WR3,130.59,162.44,False
182,Levine,Toilolo,ATL,TE,210.57,2014,TE1,210.57,,False
183,Marcedes,Lewis,JAC,TE,210.86,2014,TE1,210.86,,False
1,Adrian,Peterson,MIN,RB,5.53,2015,RB1,5.53,181.75,False
2,LeVeon,Bell,PIT,RB,5.62,2015,RB1,5.62,141.09,False
3,Antonio,Brown,PIT,WR,6.75,2015,WR1,6.75,67.79,False
4,Eddie,Lacy,GBP,RB,6.92,2015,RB1,6.92,170.67,False
5,Odell,Beckham,NYG,WR,8.39,2015,WR1,8.39,94.58,False
6,Jamaal,Charles,KCC,RB,8.63,2015,RB1,8.63,125.15,False
7,Marshawn,Lynch,SEA,RB,10.9,2015,RB1,10.9,167.44,False
8,Dez,Bryant,DAL,WR,12.74,2015,WR1,12.74,131.11,False
9,Demaryius,Thomas,DEN,WR,13.46,2015,WR1,13.46,37.27,False
10,Julio,Jones,ATL,WR,14.01,2015,WR1,14.01,98.92,False
11,Rob,Gronkowski,NEP,TE,15.89,2015,TE1,15.89,196.33,False
12,Calvin,Johnson,DET,WR,17.45,2015,WR1,17.45,50.9,False
13,DeMarco,Murray,PHI,RB,17.51,2015,RB1,17.51,109.68,False
14,CJ,Anderson,DEN,RB,17.57,2015,RB1,17.57,151.04,False
15,Matt,Forte,CHI,RB,19.12,2015,RB1,19.12,169.79,False
16,AJ,Green,CIN,WR,20.41,2015,WR1,20.41,166.25,False
17,Jeremy,Hill,CIN,RB,20.46,2015,RB1,20.46,81.06,False
18,Randall,Cobb,GBP,WR,21.72,2015,WR1,21.72,66.63,False
19,LeSean,McCoy,BUF,RB,22.8,2015,RB1,22.8,255.41,False
20,TY,Hilton,IND,WR,24.76,2015,WR1,24.76,51.9,False
21,Alshon,Jeffery,CHI,WR,29.5,2015,WR1,29.5,146.51,False
22,Jimmy,Graham,SEA,TE,30.85,2015,TE1,30.85,,False
23,Justin,Forsett,BAL,RB,31.56,2015,RB1,31.56,178.93,False
24,Mike,Evans,TBB,WR,31.95,2015,WR1,31.95,82.23,False
25,Lamar,Miller,MIA,RB,32.82,2015,RB1,32.82,174.8,False
26,Brandin,Cooks,NOS,WR,33.28,2015,WR1,33.28,125.8,False
27,DeAndre,Hopkins,HOU,WR,35.4,2015,WR1,35.4,170.88,False
28,Mark,Ingram,NOS,RB,35.65,2015,RB1,35.65,76.52,False
29,Melvin,Gordon,SDC,RB,36.72,2015,RB1,36.72,140.25,False
30,Emmanuel,Sanders,DEN,WR,37.27,2015,WR2,13.46,37.27,False
31,Frank,Gore,IND,RB,38.89,2015,RB1,38.89,194.0,False
32,Jordan,Matthews,PHI,WR,40.36,2015,WR1,40.36,76.35,True
33,Carlos,Hyde,SFO,RB,43.27,2015,RB1,43.27,146.66,False
34,Alfred,Morris,WAS,RB,43.28,2015,RB1,43.28,156.72,False
35,Latavius,Murray,OAK,RB,44.47,2015,RB1,44.47,176.4,False
36,Amari,Cooper,OAK,WR,45.54,2015,WR1,45.54,154.88,False
37,Todd,Gurley,STL,RB,48.41,2015,RB1,48.41,107.57,True
38,Golden,Tate,DET,WR,50.9,2015,WR2,17.45,50.9,False
40,Joseph,Randle,FA*,RB,50.91,2015,RB1,50.91,159.07,False
39,Keenan,Allen,SDC,WR,50.91,2015,WR1,50.91,153.39,False
41,Andre,Johnson,IND,WR,51.9,2015,WR2,24.76,51.9,False
42,Julian,Edelman,NEP,WR,54.37,2015,WR1,54.37,128.27,False
43,Greg,Olsen,CAR,TE,55.26,2015,TE1,55.26,,False
44,Ameer,Abdullah,DET,RB,56.13,2015,RB1,56.13,90.28,True
45,Sammy,Watkins,BUF,WR,57.31,2015,WR1,57.31,154.46,False
46,Jonathan,Stewart,CAR,RB,59.31,2015,RB1,59.31,184.23,False
47,Travis,Kelce,KCC,TE,59.7,2015,TE1,59.7,,False
48,Jeremy,Maclin,KCC,WR,60.32,2015,WR1,60.32,247.38,False
49,Brandon,Marshall,NYJ,WR,60.65,2015,WR1,60.65,112.65,False
50,Andre,Ellington,ARI,RB,61.76,2015,RB1,61.76,142.99,False
51,TJ,Yeldon,JAC,RB,63.38,2015,RB1,63.38,161.9,False
52,DeSean,Jackson,WAS,WR,65.21,2015,WR1,65.21,139.99,False
53,Doug,Martin,TBB,RB,65.77,2015,RB1,65.77,158.11,False
54,Jarvis,Landry,MIA,WR,65.82,2015,WR1,65.82,123.74,False
55,Davante,Adams,GBP,WR,66.63,2015,WR2,21.72,66.63,False
56,Martavis,Bryant,PIT,WR,67.79,2015,WR2,6.75,67.79,False
57,Arian,Foster,HOU,RB,69.74,2015,RB1,69.74,101.97,True
58,LeGarrette,Blount,NEP,RB,73.99,2015,RB1,73.99,200.06,False
59,Nelson,Agholor,PHI,WR,76.35,2015,WR2,40.36,76.35,True
60,Chris,Ivory,NYJ,RB,76.4,2015,RB1,76.4,227.75,False
61,CJ,Spiller,NOS,RB,76.52,2015,RB2,35.65,76.52,False
62,Martellus,Bennett,CHI,TE,78.72,2015,TE1,78.72,,False
63,Allen,Robinson,JAC,WR,80.3,2015,WR1,80.3,163.03,False
64,Giovani,Bernard,CIN,RB,81.06,2015,RB2,20.46,81.06,False
65,Vincent,Jackson,TBB,WR,82.23,2015,WR2,31.95,82.23,False
66,Mike,Wallace,MIN,WR,85.29,2015,WR1,85.29,95.01,True
67,Larry,Fitzgerald,ARI,WR,86.49,2015,WR1,86.49,103.28,True
68,Julius,Thomas,JAC,TE,86.86,2015,TE1,86.86,,False
69,Jason,Witten,DAL,TE,87.56,2015,TE1,87.56,,False
70,Joique,Bell,DET,RB,90.28,2015,RB2,56.13,90.28,True
71,Rashad,Jennings,NYG,RB,90.98,2015,RB1,90.98,113.86,False
72,Tevin,Coleman,ATL,RB,92.46,2015,RB1,92.46,104.3,True
73,Victor,Cruz,NYG,WR,94.58,2015,WR2,8.39,94.58,False
74,Charles,Johnson,MIN,WR,95.01,2015,WR2,85.29,95.01,True
75,Isaiah,Crowell,CLE,RB,95.13,2015,RB1,95.13,120.64,False
76,Roddy,White,ATL,WR,98.92,2015,WR2,14.01,98.92,False
77,Jordan,Cameron,MIA,TE,99.12,2015,TE1,99.12,,False
78,Alfred,Blue,HOU,RB,101.97,2015,RB2,69.74,101.97,True
79,Steve,Smith,BAL,WR,103.24,2015,WR1,103.24,135.71,False
80,John,Brown,ARI,WR,103.28,2015,WR2,86.49,103.28,True
81,Torrey,Smith,SFO,WR,104.08,2015,WR1,104.08,123.48,False
82,Devonta,Freeman,ATL,RB,104.3,2015,RB2,92.46,104.3,True
83,Michael,Floyd,ARI,WR,106.86,2015,WR3,86.49,103.28,True
84,Tre,Mason,STL,RB,107.57,2015,RB2,48.41,107.57,True
85,Zach,Ertz,PHI,TE,107.95,2015,TE1,107.95,348.78,False
86,Darren,McFadden,DAL,RB,108.6,2015,RB1,108.6,224.94,False
87,Ryan,Mathews,PHI,RB,109.68,2015,RB2,17.51,109.68,False
88,Eric,Decker,NYJ,WR,112.65,2015,WR2,60.65,112.65,False
89,Shane,Vereen,NYG,RB,113.86,2015,RB2,90.98,113.86,False
90,Tyler,Eifert,CIN,TE,114.05,2015,TE1,114.05,,False
91,Bishop,Sankey,TEN,RB,115.47,2015,RB1,115.47,133.65,False
92,Delanie,Walker,TEN,TE,115.89,2015,TE1,115.89,,False
93,Devin,Funchess,CAR,WR,118.09,2015,WR1,118.09,,False
94,Dwayne,Allen,IND,TE,120.14,2015,TE1,120.14,154.66,False
95,Duke,Johnson,CLE,RB,120.64,2015,RB2,95.13,120.64,False
96,Antonio,Gates,SDC,TE,121.01,2015,TE1,121.01,176.62,False
97,Owen,Daniels,DEN,TE,122.74,2015,TE1,122.74,143.63,False
98,Anquan,Boldin,SFO,WR,123.48,2015,WR2,104.08,123.48,False
99,DeVante,Parker,MIA,WR,123.74,2015,WR2,65.82,123.74,False
100,Charcandrick,West,KCC,RB,125.15,2015,RB2,8.63,125.15,False
101,Marques,Colston,NOS,WR,125.8,2015,WR2,33.28,125.8,False
102,Brandon,LaFell,NEP,WR,128.27,2015,WR2,54.37,128.27,False
103,Terrance,Williams,DAL,WR,131.11,2015,WR2,12.74,131.11,False
104,Kendall,Wright,TEN,WR,131.65,2015,WR1,131.65,144.79,False
105,Gary,Barnidge,CLE,TE,132.54,2015,TE1,132.54,,False
106,David,Cobb,TEN,RB,133.65,2015,RB2,115.47,133.65,False
107,Darren,Sproles,PHI,RB,134.32,2015,RB3,17.51,109.68,False
108,Breshad,Perriman,BAL,WR,135.71,2015,WR2,103.24,135.71,False
109,Markus,Wheaton,PIT,WR,136.33,2015,WR3,6.75,67.79,False
110,Josh,Hill,NOS,TE,138.51,2015,TE1,138.51,172.62,False
111,Kyle,Rudolph,MIN,TE,139.2,2015,TE1,139.2,,False
112,Pierre,Garcon,WAS,WR,139.99,2015,WR2,65.21,139.99,False
113,Danny,Woodhead,SDC,RB,140.25,2015,RB2,36.72,140.25,False
114,Knile,Davis,KCC,RB,140.49,2015,RB3,8.63,125.15,False
115,DeAngelo,Williams,PIT,RB,141.09,2015,RB2,5.62,141.09,False
116,David,Johnson,ARI,RB,142.99,2015,RB2,61.76,142.99,False
117,Vernon,Davis,DEN,TE,143.63,2015,TE2,122.74,143.63,False
118,Dorial,GreenBeckham,TEN,WR,144.79,2015,WR2,131.65,144.79,False
119,Tyler,Lockett,SEA,WR,145.04,2015,WR1,145.04,156.62,False
120,Eddie,Royal,CHI,WR,146.51,2015,WR2,29.5,146.51,False
121,Reggie,Bush,SFO,RB,146.66,2015,RB2,43.27,146.66,False
122,Brian,Quick,STL,WR,148.43,2015,WR1,148.43,177.53,False
123,Ronnie,Hillman,DEN,RB,151.04,2015,RB2,17.57,151.04,False
124,James,Jones,GBP,WR,151.35,2015,WR3,21.72,66.63,False
125,Jesse,James,PIT,TE,153.25,2015,TE1,153.25,168.74,False
126,Steve,Johnson,SDC,WR,153.39,2015,WR2,50.91,153.39,False
127,Austin,SeferianJenkins,TBB,TE,153.95,2015,TE1,153.95,,False
128,Percy,Harvin,BUF,WR,154.46,2015,WR2,57.31,154.46,False
129,Phillip,Dorsett,IND,WR,154.54,2015,WR3,24.76,51.9,False
130,Coby,Fleener,IND,TE,154.66,2015,TE2,120.14,154.66,False
131,Michael,Crabtree,OAK,WR,154.88,2015,WR2,45.54,154.88,False
132,Andre,Williams,NYG,RB,155.45,2015,RB3,90.98,113.86,False
133,Doug,Baldwin,SEA,WR,156.62,2015,WR2,145.04,156.62,False
134,Matt,Jones,WAS,RB,156.72,2015,RB2,43.28,156.72,False
135,Ty,Montgomery,GBP,WR,157.5,2015,WR4,21.72,66.63,False
136,Chris,Johnson,ARI,RB,157.79,2015,RB3,61.76,142.99,False
137,Charles,Sims,TBB,RB,158.11,2015,RB2,65.77,158.11,False
138,Kenny,Stills,MIA,WR,158.48,2015,WR3,65.82,123.74,False
139,Montee,Ball,FA*,RB,159.07,2015,RB2,50.91,159.07,False
140,Charles,Clay,BUF,TE,159.58,2015,TE1,159.58,,False
141,Donte,Moncrief,IND,WR,159.77,2015,WR4,24.76,51.9,False
142,Eric,Ebron,DET,TE,160.79,2015,TE1,160.79,,False
143,Richard,Rodgers,GBP,TE,161.23,2015,TE1,161.23,,False
144,Jonas,Gray,JAC,RB,161.9,2015,RB2,63.38,161.9,False
145,Allen,Hurns,JAC,WR,163.03,2015,WR2,80.3,163.03,False
146,Marvin,Jones,CIN,WR,166.25,2015,WR2,20.41,166.25,False
147,Reggie,Wayne,FA*,WR,166.9,2015,WR1,166.9,,False
148,Fred,Jackson,SEA,RB,167.44,2015,RB2,10.9,167.44,False
149,Larry,Donnell,NYG,TE,168.12,2015,TE1,168.12,,False
150,Heath,Miller,PIT,TE,168.74,2015,TE2,153.25,168.74,False
151,Cody,Latimer,DEN,WR,168.94,2015,WR3,13.46,37.27,False
152,Maxx,Williams,BAL,TE,169.69,2015,TE1,169.69,,False
153,Jeremy,Langford,CHI,RB,169.79,2015,RB2,19.12,169.79,False
154,James,Starks,GBP,RB,170.67,2015,RB2,6.92,170.67,False
155,Jaelen,Strong,HOU,WR,170.88,2015,WR2,35.4,170.88,False
156,Ben,Watson,NOS,TE,172.62,2015,TE2,138.51,172.62,False
157,Jordan,Reed,WAS,TE,172.72,2015,TE1,172.72,,False
158,Brandon,Coleman,NOS,WR,174.69,2015,WR3,33.28,125.8,False
159,Jay,Ajayi,MIA,RB,174.8,2015,RB2,32.82,174.8,False
160,Denard,Robinson,JAC,RB,174.92,2015,RB3,63.38,161.9,False
161,Cordarrelle,Patterson,MIN,WR,175.5,2015,WR3,85.29,95.01,True
162,Rueben,Randle,NYG,WR,175.67,2015,WR3,8.39,94.58,False
163,Roy,Helu,OAK,RB,176.4,2015,RB2,44.47,176.4,False
164,Ladarius,Green,SDC,TE,176.62,2015,TE2,121.01,176.62,False
165,Tavon,Austin,STL,WR,177.53,2015,WR2,148.43,177.53,False
166,Javorius,Allen,BAL,RB,178.93,2015,RB2,31.56,178.93,False
167,Travis,Benjamin,CLE,WR,179.55,2015,WR1,179.55,192.08,False
168,Malcom,Floyd,SDC,WR,181.03,2015,WR3,50.91,153.39,False
169,Danny,Amendola,NEP,WR,181.27,2015,WR3,54.37,128.27,False
170,Jerick,McKinnon,MIN,RB,181.75,2015,RB2,5.53,181.75,False
171,Cameron,ArtisPayne,CAR,RB,184.23,2015,RB2,59.31,184.23,False
172,Terrance,West,BAL,RB,184.24,2015,RB3,31.56,178.93,False
173,Kenny,Britt,STL,WR,186.58,2015,WR3,148.43,177.53,False
174,Kamar,Aiken,BAL,WR,191.77,2015,WR3,103.24,135.71,False
175,Dwayne,Bowe,CLE,WR,192.08,2015,WR2,179.55,192.08,False
176,Christine,Michael,SEA,RB,193.29,2015,RB3,10.9,167.44,False
177,Dan,Herron,IND,RB,194.0,2015,RB2,38.89,194.0,False
178,Jared,Cook,STL,TE,195.3,2015,TE1,195.3,,False
179,Scott,Chandler,NEP,TE,196.33,2015,TE2,15.89,196.33,False
180,Mohamed,Sanu,CIN,WR,196.44,2015,WR3,20.41,166.25,False
181,Cecil,Shorts,HOU,WR,199.96,2015,WR3,35.4,170.88,False
182,Cole,Beasley,DAL,WR,200.0,2015,WR3,12.74,131.11,False
183,James,White,NEP,RB,200.06,2015,RB2,73.99,200.06,False
184,Clive,Walford,OAK,TE,200.23,2015,TE1,200.23,323.5,False
185,Zach,Zenner,DET,RB,200.62,2015,RB3,56.13,90.28,True
186,Virgil,Green,DEN,TE,201.0,2015,TE3,122.74,143.63,False
187,Stefon,Diggs,MIN,WR,201.89,2015,WR4,85.29,95.01,True
188,Khiry,Robinson,NOS,RB,203.74,2015,RB3,35.65,76.52,False
189,Jeff,Janis,GBP,WR,206.66,2015,WR5,21.72,66.63,False
191,Sammie,Coates,PIT,WR,210.5,2015,WR4,6.75,67.79,False
190,Lorenzo,Taliaferro,BAL,RB,210.5,2015,RB4,31.56,178.93,False
192,Dion,Lewis,NEP,RB,211.44,2015,RB3,73.99,200.06,False
194,Branden,Oliver,SDC,RB,214.0,2015,RB3,36.72,140.25,False
195,Ray,Rice,FA*,RB,217.84,2015,RB3,50.91,159.07,False
196,Chris,Polk,HOU,RB,220.1,2015,RB3,69.74,101.97,True
197,Stedman,Bailey,STL,WR,221.13,2015,WR4,148.43,177.53,False
198,Mike,Davis,SFO,RB,221.22,2015,RB3,43.27,146.66,False
199,Lance,Dunbar,DAL,RB,224.94,2015,RB2,108.6,224.94,False
200,Stevan,Ridley,NYJ,RB,227.75,2015,RB2,76.4,227.75,False
201,Justin,Hardy,ATL,WR,230.94,2015,WR3,14.01,98.92,False
202,Matt,Asiata,MIN,RB,231.13,2015,RB3,5.53,181.75,False
203,Jermaine,Kearse,SEA,WR,241.2,2015,WR3,145.04,156.62,False
204,Chris,Conley,KCC,WR,247.38,2015,WR2,60.32,247.38,False
205,Leonard,Hankerson,BUF,WR,247.92,2015,WR3,57.31,154.46,False
206,Jace,Amaro,NYJ,TE,250.85,2015,TE1,250.85,,False
207,Devin,Smith,NYJ,WR,254.0,2015,WR3,60.65,112.65,False
208,Robert,Turbin,DAL,RB,255.0,2015,RB3,108.6,224.94,False
209,Karlos,Williams,BUF,RB,255.41,2015,RB2,22.8,255.41,False
210,Justin,Hunter,TEN,WR,256.44,2015,WR3,131.65,144.79,False
211,Jarryd,Hayne,SFO,RB,265.0,2015,RB4,43.27,146.66,False
212,Damien,Williams,MIA,RB,273.0,2015,RB3,32.82,174.8,False
213,Marqise,Lee,JAC,WR,281.23,2015,WR3,80.3,163.03,False
214,Marquess,Wilson,CHI,WR,283.9,2015,WR3,29.5,146.51,False
215,KaDeem,Carey,CHI,RB,284.25,2015,RB3,19.12,169.79,False
216,Robert,Woods,BUF,WR,312.6,2015,WR4,57.31,154.46,False
217,Theo,Riddick,DET,RB,317.22,2015,RB4,56.13,90.28,True
218,Mychal,Rivera,OAK,TE,323.5,2015,TE2,200.23,323.5,False
219,Josh,Huff,PHI,WR,335.5,2015,WR3,40.36,76.35,True
220,Brent,Celek,PHI,TE,348.78,2015,TE2,107.95,348.78,False
1,Antonio,Brown,PIT,WR,1.81,2016,WR1,1.81,129.11,False
2,Odell,Beckham,NYG,WR,4.01,2016,WR1,4.01,102.76,False
3,Todd,Gurley,RAM,RB,4.16,2016,RB1,4.16,188.36,False
4,Julio,Jones,ATL,WR,5.83,2016,WR1,5.83,154.18,False
5,Adrian,Peterson,MIN,RB,6.42,2016,RB1,6.42,158.09,False
6,David,Johnson,ARI,RB,6.46,2016,RB1,6.46,165.76,False
7,Ezekiel,Elliott,DAL,RB,7.27,2016,RB1,7.27,144.8,False
8,DeAndre,Hopkins,HOU,WR,10.89,2016,WR1,10.89,154.56,False
9,AJ,Green,CIN,WR,11.54,2016,WR1,11.54,154.05,False
10,LeVeon,Bell,PIT,RB,12.77,2016,RB1,12.77,82.15,False
11,Lamar,Miller,HOU,RB,13.18,2016,RB1,13.18,189.43,False
12,Devonta,Freeman,ATL,RB,16.41,2016,RB1,16.41,133.9,False
13,Dez,Bryant,DAL,WR,16.92,2016,WR1,16.92,177.71,False
14,Allen,Robinson,JAC,WR,16.94,2016,WR1,16.94,79.86,False
15,Jamaal,Charles,KCC,RB,17.85,2016,RB1,17.85,142.68,False
16,Eddie,Lacy,GBP,RB,20.58,2016,RB1,20.58,127.78,False
17,Jordy,Nelson,GBP,WR,22.36,2016,WR1,22.36,42.09,False
18,Brandon,Marshall,NYJ,WR,23.26,2016,WR1,23.26,62.66,False
19,Mike,Evans,TBB,WR,25.08,2016,WR1,25.08,131.6,False
20,Mark,Ingram,NOS,RB,25.44,2016,RB1,25.44,188.48,False
21,Amari,Cooper,OAK,WR,25.65,2016,WR1,25.65,98.49,False
22,LeSean,McCoy,BUF,RB,26.32,2016,RB1,26.32,209.86,False
23,Keenan,Allen,SDC,WR,29.01,2016,WR1,29.01,133.14,False
24,Alshon,Jeffery,CHI,WR,30.92,2016,WR1,30.92,106.03,False
25,Brandin,Cooks,NOS,WR,32.62,2016,WR1,32.62,119.13,False
26,TY,Hilton,IND,WR,32.99,2016,WR1,32.99,58.7,False
27,CJ,Anderson,DEN,RB,34.31,2016,RB1,34.31,103.73,False
28,Thomas,Rawls,SEA,RB,35.96,2016,RB1,35.96,164.18,False
29,Sammy,Watkins,BUF,WR,36.05,2016,WR1,36.05,206.54,False
30,Demaryius,Thomas,DEN,WR,39.31,2016,WR1,39.31,81.54,True
31,Latavius,Murray,OAK,RB,40.32,2016,RB1,40.32,146.16,False
32,Randall,Cobb,GBP,WR,42.09,2016,WR2,22.36,42.09,False
33,Jordan,Reed,WAS,TE,42.15,2016,TE1,42.15,,False
34,Matt,Forte,NYJ,RB,42.55,2016,RB1,42.55,142.48,False
35,Carlos,Hyde,SFO,RB,43.08,2016,RB1,43.08,200.49,False
36,DeMarco,Murray,TEN,RB,43.72,2016,RB1,43.72,92.16,True
37,Kelvin,Benjamin,CAR,WR,45.99,2016,WR1,45.99,125.37,False
38,Jarvis,Landry,MIA,WR,46.86,2016,WR1,46.86,90.88,True
39,Jeremy,Hill,CIN,RB,48.06,2016,RB1,48.06,78.69,True
40,Greg,Olsen,CAR,TE,48.29,2016,TE1,48.29,,False
41,Doug,Baldwin,SEA,WR,52.21,2016,WR1,52.21,83.7,True
42,Julian,Edelman,NEP,WR,52.45,2016,WR1,52.45,62.45,True
43,Jeremy,Langford,CHI,RB,54.83,2016,RB1,54.83,172.03,False
44,Jeremy,Maclin,KCC,WR,55.14,2016,WR1,55.14,,False
45,Jonathan,Stewart,CAR,RB,56.59,2016,RB1,56.59,188.46,False
46,Donte,Moncrief,IND,WR,58.7,2016,WR2,32.99,58.7,False
47,Golden,Tate,DET,WR,59.32,2016,WR1,59.32,89.98,True
48,Michael,Floyd,NEP,WR,62.45,2016,WR2,52.45,62.45,True
49,Eric,Decker,NYJ,WR,62.66,2016,WR2,23.26,62.66,False
50,Travis,Kelce,KCC,TE,63.62,2016,TE1,63.62,,False
51,Ryan,Mathews,PHI,RB,64.72,2016,RB1,64.72,143.6,False
52,Melvin,Gordon,SDC,RB,64.93,2016,RB1,64.93,91.12,True
53,Larry,Fitzgerald,ARI,WR,69.1,2016,WR1,69.1,87.34,True
54,Matt,Jones,WAS,RB,71.48,2016,RB1,71.48,196.48,False
56,Delanie,Walker,TEN,TE,74.53,2016,TE1,74.53,,False
57,Coby,Fleener,NOS,TE,78.6,2016,TE1,78.6,,False
