Rank,FirstName,LastName,Team,Position,ADP,Year,TeamPosRank,PosRank1_ADP,PosRank2_ADP,PosAmbiguity
56,DeVante,Parker,MIA,WR,65.35,2020,WR1,65.35,139.82,False
57,DJ,Chark,JAC,WR,65.51,2020,WR1,65.51,175.66,False
58,Kareem,Hunt,CLE,RB,65.61,2020,RB2,15.26,65.61,False
59,TY,Hilton,IND,WR,66.2,2020,WR1,66.2,158.54,False
60,Darren,Waller,LVR,TE,69.76,2020,TE1,69.76,,False
61,Rob,Gronkowski,TBB,TE,71.58,2020,TE1,71.58,,False
62,Michael,Gallup,DAL,WR,76.33,2020,WR2,31.93,76.33,False
63,Jarvis,Landry,CLE,WR,76.93,2020,WR2,35.94,76.93,False
64,Marquise,Brown,BAL,WR,77.19,2020,WR1,77.19,,False
65,Jared,Cook,NOS,TE,77.34,2020,TE1,77.34,,False
66,David,Montgomery,CHI,RB,80.26,2020,RB1,80.26,101.2,True
67,DAndre,Swift,DET,RB,82.02,2020,RB1,82.02,93.93,True
68,JK,Dobbins,BAL,RB,82.23,2020,RB1,82.23,188.86,False
69,Julian,Edelman,NEP,WR,83.02,2020,WR1,83.02,144.89,False
70,Tyler,Boyd,CIN,WR,84.09,2020,WR2,63.41,84.09,True
71,Brandin,Cooks,HOU,WR,84.53,2020,WR1,84.53,88.42,True
72,Evan,Engram,NYG,TE,86.12,2020,TE1,86.12,,False
73,Jordan,Howard,PHI,RB,86.91,2020,RB2,22.26,86.91,False
74,Will,Fuller,HOU,WR,88.42,2020,WR2,84.53,88.42,True
75,Antonio,Gibson,WAS,RB,88.53,2020,RB1,88.53,140.88,False
76,James,White,NEP,RB,89.72,2020,RB1,89.72,108.89,False
77,Ronald,Jones,TBB,RB,93.5,2020,RB2,40.54,93.5,True
78,Kerryon,Johnson,DET,RB,93.93,2020,RB2,82.02,93.93,True
79,Marlon,Mack,IND,RB,94.46,2020,RB2,39.95,94.46,True
80,Marvin,Jones,DET,WR,95.55,2020,WR2,28.76,95.55,False
81,Hunter,Henry,LAC,TE,97.63,2020,TE1,97.63,,False
82,CeeDee,Lamb,DAL,WR,99.89,2020,WR3,31.93,76.33,False
83,Austin,Hooper,CLE,TE,100.09,2020,TE1,100.09,,False
84,Phillip,Lindsay,DEN,RB,100.85,2020,RB2,50.72,100.85,True
85,Deebo,Samuel,SFO,WR,100.91,2020,WR1,100.91,159.5,False
86,Tarik,Cohen,CHI,RB,101.2,2020,RB2,80.26,101.2,True
87,Hayden,Hurst,ATL,TE,102.92,2020,TE1,102.92,,False
88,Tyler,Higbee,LAR,TE,104.24,2020,TE1,104.24,190.05,False
89,Zack,Moss,BUF,RB,105.01,2020,RB2,55.33,105.01,True
90,Emmanuel,Sanders,NOS,WR,105.95,2020,WR2,7.3,105.95,False
91,Golden,Tate,NYG,WR,108.85,2020,WR1,108.85,112.56,False
92,Sony,Michel,NEP,RB,108.89,2020,RB2,89.72,108.89,False
93,Jerry,Jeudy,DEN,WR,111.94,2020,WR2,61.35,111.94,False
94,Sterling,Shepard,NYG,WR,112.56,2020,WR2,108.85,112.56,False
95,Darius,Slayton,NYG,WR,112.83,2020,WR3,108.85,112.56,False
96,Henry,Ruggs,LVR,WR,113.81,2020,WR1,113.81,164.23,False
97,Diontae,Johnson,PIT,WR,114.92,2020,WR2,36.95,114.92,False
98,Latavius,Murray,NOS,RB,115.6,2020,RB2,7.36,115.6,False
99,Christian,Kirk,ARI,WR,115.64,2020,WR2,19.23,115.64,False
100,James,Robinson,JAC,RB,116.74,2020,RB1,116.74,124.54,False
101,Noah,Fant,DEN,TE,119.0,2020,TE1,119.0,,False
102,Mecole,Hardman,KCC,WR,119.99,2020,WR2,16.24,119.99,False
103,Tevin,Coleman,SFO,RB,122.42,2020,RB2,35.01,122.42,False
104,Adrian,Peterson,DET,RB,124.12,2020,RB3,82.02,93.93,True
105,Chris,Thompson,JAC,RB,124.54,2020,RB2,116.74,124.54,False
106,Matt,Breida,MIA,RB,126.34,2020,RB1,126.34,181.27,False
107,Justin,Jefferson,MIN,WR,126.75,2020,WR2,35.69,126.75,False
108,John,Brown,BUF,WR,127.34,2020,WR2,59.65,127.34,False
109,Blake,Jarwin,DAL,TE,127.35,2020,TE1,127.35,,False
110,Duke,Johnson,HOU,RB,127.91,2020,RB2,38.02,127.91,False
111,Alexander,Mattison,MIN,RB,128.65,2020,RB2,7.4,128.65,False
112,Jamison,Crowder,NYJ,WR,129.21,2020,WR1,129.21,146.33,False
113,TJ,Hockenson,DET,TE,132.26,2020,TE1,132.26,,False
115,Mike,Gesicki,MIA,TE,135.58,2020,TE1,135.58,,False
116,Sammy,Watkins,KCC,WR,137.47,2020,WR3,16.24,119.99,False
117,Jack,Doyle,IND,TE,137.75,2020,TE1,137.75,,False
118,DeSean,Jackson,PHI,WR,138.38,2020,WR1,138.38,148.79,False
119,Anthony,Miller,CHI,WR,139.3,2020,WR2,46.41,139.3,False
120,Preston,Williams,MIA,WR,139.82,2020,WR2,65.35,139.82,False
121,Bryce,Love,WAS,RB,140.88,2020,RB2,88.53,140.88,False
122,Boston,Scott,PHI,RB,141.15,2020,RB3,22.26,86.91,False
123,Jonnu,Smith,TEN,TE,141.92,2020,TE1,141.92,,False
124,Chase,Edmonds,ARI,RB,142.71,2020,RB2,21.4,142.71,False
125,KeShawn,Vaughn,TBB,RB,143.24,2020,RB3,40.54,93.5,True
126,NKeal,Harry,NEP,WR,144.89,2020,WR2,83.02,144.89,False
127,Damien,Harris,NEP,RB,145.57,2020,RB3,89.72,108.89,False
128,Breshad,Perriman,NYJ,WR,146.33,2020,WR2,129.21,146.33,False
129,AJ,Dillon,GBP,RB,146.99,2020,RB2,13.43,146.99,False
130,Allen,Lazard,GBP,WR,147.44,2020,WR2,13.59,147.44,False
131,Darrell,Henderson,LAR,RB,147.62,2020,RB2,50.42,147.62,False
132,Justin,Jackson,LAC,RB,148.64,2020,RB2,19.61,148.64,False
133,Jalen,Reagor,PHI,WR,148.79,2020,WR2,138.38,148.79,False
134,Mike,Williams,LAC,WR,151.33,2020,WR2,56.17,151.33,False
135,Nyheim,Hines,IND,RB,151.91,2020,RB3,39.95,94.46,True
136,Kyle,Rudolph,MIN,TE,151.93,2020,TE1,151.93,174.36,False
137,Chris,Herndon,NYJ,TE,152.26,2020,TE1,152.26,,False
138,Robby,Anderson,CAR,WR,152.78,2020,WR2,49.83,152.78,False
139,Tony,Pollard,DAL,RB,152.88,2020,RB2,3.79,152.88,False
140,Dallas,Goedert,PHI,TE,153.0,2020,TE2,51.32,153.0,False
141,Eric,Ebron,PIT,TE,156.04,2020,TE1,156.04,,False
142,LeSean,McCoy,TBB,RB,157.32,2020,RB4,40.54,93.5,True
143,Larry,Fitzgerald,ARI,WR,158.01,2020,WR3,19.23,115.64,False
144,Curtis,Samuel,CAR,WR,158.15,2020,WR3,49.83,152.78,False
145,Michael,Pittman,IND,WR,158.54,2020,WR2,66.2,158.54,False
146,Darrel,Williams,KCC,RB,159.32,2020,RB3,10.64,45.04,False
147,Brandon,Aiyuk,SFO,WR,159.5,2020,WR2,100.91,159.5,False
148,Carlos,Hyde,SEA,RB,161.59,2020,RB2,36.35,161.59,False
149,Ian,Thomas,CAR,TE,163.43,2020,TE1,163.43,,False
150,Hunter,Renfrow,LVR,WR,164.23,2020,WR2,113.81,164.23,False
151,Jace,Sternberger,GBP,TE,164.37,2020,TE1,164.37,,False
152,CJ,Uzomah,CIN,TE,164.71,2020,TE1,164.71,,False
153,Devine,Ozigbo,JAC,RB,164.74,2020,RB3,116.74,124.54,False
154,Parris,Campbell,IND,WR,164.77,2020,WR3,66.2,158.54,False
155,Malcolm,Brown,LAR,RB,164.86,2020,RB3,50.42,147.62,False
156,Jamaal,Williams,GBP,RB,165.05,2020,RB3,13.43,146.99,False
157,Jaylen,Samuels,PIT,RB,166.62,2020,RB2,34.68,166.62,False
159,Bryan,Edwards,LVR,WR,169.28,2020,WR3,113.81,164.23,False
160,Darren,Fells,HOU,TE,169.69,2020,TE1,169.69,,False
161,Will,Dissly,SEA,TE,170.36,2020,TE1,170.36,,False
162,Alshon,Jeffery,PHI,WR,171.15,2020,WR3,138.38,148.79,False
163,Tee,Higgins,CIN,WR,171.41,2020,WR3,63.41,84.09,True
164,Benny,Snell,PIT,RB,171.52,2020,RB3,34.68,166.62,False
165,Joshua,Kelley,LAC,RB,171.61,2020,RB3,19.61,148.64,False
166,JD,McKissic,WAS,RB,172.0,2020,RB3,88.53,140.88,False
167,Cole,Beasley,BUF,WR,172.25,2020,WR3,59.65,127.34,False
168,Chase,Claypool,PIT,WR,172.55,2020,WR3,36.95,114.92,False
169,Tyler,Eifert,JAC,TE,173.69,2020,TE1,173.69,,False
170,Anthony,McFarland,PIT,RB,173.7,2020,RB4,34.68,166.62,False
171,Irv,Smith Jr,MIN,TE,174.36,2020,TE2,151.93,174.36,False
172,Corey,Davis,TEN,WR,175.49,2020,WR2,44.86,175.49,False
173,Randall,Cobb,HOU,WR,175.52,2020,WR3,84.53,88.42,True
174,Chris,Conley,JAC,WR,175.66,2020,WR2,65.51,175.66,False
175,Josh,Reynolds,LAR,WR,178.05,2020,WR3,40.4,53.68,True
176,Jimmy,Graham,CHI,TE,179.02,2020,TE1,179.02,,False
177,Jerick,McKinnon,SFO,RB,180.46,2020,RB3,35.01,122.42,False
178,Laviska,Shenault,JAC,WR,180.54,2020,WR3,65.51,175.66,False
179,Darrynton,Evans,TEN,RB,180.76,2020,RB2,5.64,180.76,False
180,DeAndre,Washington,MIA,RB,181.27,2020,RB2,126.34,181.27,False
181,Antonio,Brown,TBB,WR,181.87,2020,WR3,26.56,27.58,False
182,Dede,Westbrook,JAC,WR,182.48,2020,WR4,65.51,175.66,False
183,James,Washington,PIT,WR,182.56,2020,WR4,36.95,114.92,False
184,Darwin,Thompson,KCC,RB,183.78,2020,RB4,10.64,45.04,False
185,Marquez,ValdesScantling,GBP,WR,183.87,2020,WR3,13.59,147.44,False
186,Rashaad,Penny,SEA,RB,184.2,2020,RB3,36.35,161.59,False
187,Brian,Hill,ATL,RB,184.8,2020,RB2,28.38,184.8,False
188,Frank,Gore,NYJ,RB,184.85,2020,RB1,184.85,,False
189,Rex,Burkhead,NEP,RB,184.98,2020,RB4,89.72,108.89,False
190,Steven,Sims,WAS,WR,187.41,2020,WR2,64.36,187.41,False
191,Denzel,Mims,NYJ,WR,187.45,2020,WR3,129.21,146.33,False
193,Gus,Edwards,BAL,RB,188.86,2020,RB2,82.23,188.86,False
194,Giovani,Bernard,CIN,RB,189.14,2020,RB2,18.35,189.14,False
195,Gerald,Everett,LAR,TE,190.05,2020,TE2,104.24,190.05,False
196,Jalen,Richard,LVR,RB,198.62,2020,RB2,15.33,198.62,False
197,Ito,Smith,ATL,RB,205.37,2020,RB3,28.38,184.8,False
1,Christian,McCaffrey,CAR,RB,1.68,2021,RB1,1.68,155.1,False
2,Dalvin,Cook,MIN,RB,3.06,2021,RB1,3.06,142.96,False
3,Derrick,Henry,TEN,RB,3.36,2021,RB1,3.36,177.98,False
4,Alvin,Kamara,NOS,RB,4.67,2021,RB1,4.67,133.32,False
5,Ezekiel,Elliott,DAL,RB,8.42,2021,RB1,8.42,132.64,False
6,Nick,Chubb,CLE,RB,8.66,2021,RB1,8.66,57.07,False
7,Aaron,Jones,GBP,RB,8.85,2021,RB1,8.85,110.37,False
8,Davante,Adams,GBP,WR,9.23,2021,WR1,9.23,147.72,False
9,Tyreek,Hill,KCC,WR,10.06,2021,WR1,10.06,124.35,False
10,Jonathan,Taylor,IND,RB,12.19,2021,RB1,12.19,134.64,False
11,Saquon,Barkley,NYG,RB,12.79,2021,RB1,12.79,169.09,False
12,Travis,Kelce,KCC,TE,14.54,2021,TE1,14.54,,False
13,Stefon,Diggs,BUF,WR,15.98,2021,WR1,15.98,114.71,False
14,Austin,Ekeler,LAC,RB,16.79,2021,RB1,16.79,166.33,False
15,Najee,Harris,PIT,RB,17.87,2021,RB1,17.87,194.07,False
16,DK,Metcalf,SEA,WR,18.06,2021,WR1,18.06,58.1,False
17,DeAndre,Hopkins,ARI,WR,21.01,2021,WR1,21.01,155.86,False
18,Antonio,Gibson,WAS,RB,22.4,2021,RB1,22.4,131.39,False
19,Joe,Mixon,CIN,RB,23.12,2021,RB1,23.12,190.71,False
20,Clyde,EdwardsHelaire,KCC,RB,26.13,2021,RB1,26.13,166.91,False
21,Justin,Jefferson,MIN,WR,28.46,2021,WR1,28.46,45.95,False
22,AJ,Brown,TEN,WR,29.09,2021,WR1,29.09,46.96,False
23,Keenan,Allen,LAC,WR,29.9,2021,WR1,29.9,122.93,False
24,Mike,Evans,TBB,WR,30.14,2021,WR1,30.14,40.52,False
25,Chris,Carson,SEA,RB,30.72,2021,RB1,30.72,163.63,False
26,Darren,Waller,LVR,TE,31.39,2021,TE1,31.39,,False
27,Josh,Jacobs,LVR,RB,32.11,2021,RB1,32.11,119.55,False
28,David,Montgomery,CHI,RB,35.63,2021,RB1,35.63,175.18,False
29,George,Kittle,SFO,TE,37.15,2021,TE1,37.15,,False
30,Miles,Sanders,PHI,RB,38.62,2021,RB1,38.62,172.62,False
31,Terry,McLaurin,WAS,WR,38.73,2021,WR1,38.73,133.83,False
32,James,Robinson,JAC,RB,38.84,2021,RB1,38.84,94.01,True
33,Chris,Godwin,TBB,WR,40.52,2021,WR2,30.14,40.52,False
34,CeeDee,Lamb,DAL,WR,42.01,2021,WR1,42.01,50.26,True
35,Allen,Robinson,CHI,WR,43.17,2021,WR1,43.17,142.66,False
36,Adam,Thielen,MIN,WR,45.95,2021,WR2,28.46,45.95,False
37,Julio,Jones,TEN,WR,46.96,2021,WR2,29.09,46.96,False
38,Myles,Gaskin,MIA,RB,48.32,2021,RB1,48.32,134.69,False
39,DAndre,Swift,DET,RB,49.35,2021,RB1,49.35,120.12,False
40,Amari,Cooper,DAL,WR,50.26,2021,WR2,42.01,50.26,True
41,JK,Dobbins,BAL,RB,52.32,2021,RB1,52.32,60.19,True
42,Raheem,Mostert,SFO,RB,55.65,2021,RB1,55.65,87.01,True
43,Kareem,Hunt,CLE,RB,57.07,2021,RB2,8.66,57.07,False
44,Mark,Andrews,BAL,TE,57.2,2021,TE1,57.2,,False
45,DJ,Moore,CAR,WR,57.87,2021,WR1,57.87,93.74,True
46,Kyle,Pitts,ATL,TE,57.98,2021,TE1,57.98,,False
47,Tyler,Lockett,SEA,WR,58.1,2021,WR2,18.06,58.1,False
48,Cooper,Kupp,LAR,WR,58.18,2021,WR1,58.18,71.48,True
49,Chase,Edmonds,ARI,RB,59.44,2021,RB1,59.44,101.99,True
50,Mike,Davis,ATL,RB,59.64,2021,RB1,59.64,,False
51,Gus,Edwards,BAL,RB,60.19,2021,RB2,52.32,60.19,True
52,Diontae,Johnson,PIT,WR,63.34,2021,WR1,63.34,71.94,True
53,Damien,Harris,NEP,RB,65.19,2021,RB1,65.19,144.4,False
54,Darrell,Henderson,LAR,RB,65.46,2021,RB1,65.46,104.11,True
55,Leonard,Fournette,TBB,RB,70.13,2021,RB1,70.13,86.41,True
56,Melvin,Gordon,DEN,RB,70.99,2021,RB1,70.99,72.25,True
57,Brandon,Aiyuk,SFO,WR,71.4,2021,WR1,71.4,96.55,True
58,Odell,Beckham,LAR,WR,71.48,2021,WR2,58.18,71.48,True
59,JuJu,SmithSchuster,PIT,WR,71.94,2021,WR2,63.34,71.94,True
60,Javonte,Williams,DEN,RB,72.25,2021,RB2,70.99,72.25,True
61,JaMarr,Chase,CIN,WR,73.36,2021,WR1,73.36,78.46,True
62,Chase,Claypool,PIT,WR,75.27,2021,WR3,63.34,71.94,True
63,TJ,Hockenson,DET,TE,76.37,2021,TE1,76.37,,False
64,Tee,Higgins,CIN,WR,78.46,2021,WR2,73.36,78.46,True
65,Michael,Thomas,NOS,WR,80.92,2021,WR1,80.92,115.21,False
66,Courtland,Sutton,DEN,WR,81.51,2021,WR1,81.51,86.34,True
67,Brandin,Cooks,HOU,WR,83.8,2021,WR1,83.8,,False
68,Robert,Tonyan,GBP,TE,84.47,2021,TE1,84.47,,False
69,Kenny,Golladay,NYG,WR,85.2,2021,WR1,85.2,132.73,False
70,Jerry,Jeudy,DEN,WR,86.34,2021,WR2,81.51,86.34,True
71,Ronald,Jones,TBB,RB,86.41,2021,RB2,70.13,86.41,True
72,Trey,Sermon,SFO,RB,87.01,2021,RB2,55.65,87.01,True
73,Logan,Thomas,WAS,TE,89.73,2021,TE1,89.73,,False
74,Robby,Anderson,CAR,WR,93.74,2021,WR2,57.87,93.74,True
75,Travis,Etienne,JAC,RB,94.01,2021,RB2,38.84,94.01,True
76,Tyler,Boyd,CIN,WR,95.19,2021,WR3,73.36,78.46,True
77,Deebo,Samuel,SFO,WR,96.55,2021,WR2,71.4,96.55,True
78,Jarvis,Landry,CLE,WR,98.29,2021,WR1,98.29,,False
79,James,Conner,ARI,RB,101.99,2021,RB2,59.44,101.99,True
80,Corey,Davis,NYJ,WR,102.37,2021,WR1,102.37,157.2,False
81,DeVonta,Smith,PHI,WR,103.45,2021,WR1,103.45,160.9,False
83,Sony,Michel,LAR,RB,104.11,2021,RB2,65.46,104.11,True
85,Devin,Singletary,BUF,RB,104.36,2021,RB1,104.36,104.99,True
86,Zack,Moss,BUF,RB,104.99,2021,RB2,104.36,104.99,True
87,DJ,Chark,JAC,WR,106.99,2021,WR1,106.99,112.5,False
88,Noah,Fant,DEN,TE,108.83,2021,TE1,108.83,,False
89,Michael,Carter,NYJ,RB,109.36,2021,RB1,109.36,144.97,False
90,Mike,Gesicki,MIA,TE,109.55,2021,TE1,109.55,,False
91,AJ,Dillon,GBP,RB,110.37,2021,RB2,8.85,110.37,False
92,Dallas,Goedert,PHI,TE,111.67,2021,TE1,111.67,,False
93,Laviska,Shenault,JAC,WR,112.5,2021,WR2,106.99,112.5,False
94,Rob,Gronkowski,TBB,TE,112.92,2021,TE1,112.92,178.01,False
95,Jared,Cook,LAC,TE,113.32,2021,TE1,113.32,,False
96,Cole,Beasley,BUF,WR,114.71,2021,WR2,15.98,114.71,False
97,Marquez,Callaway,NOS,WR,115.21,2021,WR2,80.92,115.21,False
98,Marquise,Brown,BAL,WR,119.29,2021,WR1,119.29,167.05,False
99,Michael,Gallup,DAL,WR,119.4,2021,WR3,42.01,50.26,True
100,Kenyan,Drake,LVR,RB,119.55,2021,RB2,32.11,119.55,False
101,Jamaal,Williams,DET,RB,120.12,2021,RB2,49.35,120.12,False
102,Michael,Pittman,IND,WR,120.57,2021,WR1,120.57,148.77,False
103,Will,Fuller,MIA,WR,121.98,2021,WR1,121.98,125.09,False
104,Jonnu,Smith,NEP,TE,122.79,2021,TE1,122.79,144.2,False
105,Mike,Williams,LAC,WR,122.93,2021,WR2,29.9,122.93,False
106,Mecole,Hardman,KCC,WR,124.35,2021,WR2,10.06,124.35,False
107,Jaylen,Waddle,MIA,WR,125.09,2021,WR2,121.98,125.09,False
108,David,Johnson,HOU,RB,125.58,2021,RB1,125.58,,False
109,Marvin,Jones,JAC,WR,128.42,2021,WR3,106.99,112.5,False
110,Irv,Smith Jr,MIN,TE,128.79,2021,TE1,128.79,,False
111,Zach,Ertz,ARI,TE,129.05,2021,TE1,129.05,,False
112,JD,McKissic,WAS,RB,131.39,2021,RB2,22.4,131.39,False
113,Tony,Pollard,DAL,RB,132.64,2021,RB2,8.42,132.64,False
114,DeVante,Parker,MIA,WR,132.66,2021,WR3,121.98,125.09,False
115,Sterling,Shepard,NYG,WR,132.73,2021,WR2,85.2,132.73,False
116,Russell,Gage,ATL,WR,133.02,2021,WR1,133.02,,False
117,Mark,Ingram,NOS,RB,133.32,2021,RB2,4.67,133.32,False
118,Curtis,Samuel,WAS,WR,133.83,2021,WR2,38.73,133.83,False
119,Nyheim,Hines,IND,RB,134.64,2021,RB2,12.19,134.64,False
120,Phillip,Lindsay,MIA,RB,134.69,2021,RB2,48.32,134.69,False
121,Anthony,Firkser,TEN,TE,137.15,2021,TE1,137.15,,False
122,Nelson,Agholor,NEP,WR,139.96,2021,WR1,139.96,142.28,False
123,Latavius,Murray,BAL,RB,141.87,2021,RB3,52.32,60.19,True
124,Jakobi,Meyers,NEP,WR,142.28,2021,WR2,139.96,142.28,False
125,Darnell,Mooney,CHI,WR,142.66,2021,WR2,43.17,142.66,False
126,Alexander,Mattison,MIN,RB,142.96,2021,RB2,3.06,142.96,False
127,TySon,Williams,BAL,RB,144.17,2021,RB4,52.32,60.19,True
128,Hunter,Henry,NEP,TE,144.2,2021,TE2,122.79,144.2,False
129,James,White,NEP,RB,144.4,2021,RB2,65.19,144.4,False
130,Rhamondre,Stevenson,NEP,RB,144.59,2021,RB3,65.19,144.4,False
131,Tevin,Coleman,NYJ,RB,144.97,2021,RB2,109.36,144.97,False
132,Jeffery,Wilson,SFO,RB,145.61,2021,RB3,55.65,87.01,True
133,Evan,Engram,NYG,TE,145.83,2021,TE1,145.83,,False
135,Gabriel,Davis,BUF,WR,147.08,2021,WR3,15.98,114.71,False
136,Marquez,ValdesScantling,GBP,WR,147.72,2021,WR2,9.23,147.72,False
137,TY,Hilton,IND,WR,148.77,2021,WR2,120.57,148.77,False
138,Austin,Hooper,CLE,TE,152.25,2021,TE1,152.25,,False
139,Adam,Trautman,NOS,TE,153.8,2021,TE1,153.8,,False
140,Randall,Cobb,GBP,WR,155.04,2021,WR3,9.23,147.72,False
142,Chuba,Hubbard,CAR,RB,155.1,2021,RB2,1.68,155.1,False
141,Eric,Ebron,PIT,TE,155.1,2021,TE1,155.1,158.95,False
143,AJ,Green,ARI,WR,155.86,2021,WR2,21.01,155.86,False
144,Jamison,Crowder,NYJ,WR,157.2,2021,WR2,102.37,157.2,False
145,Pat,Freiermuth,PIT,TE,158.95,2021,TE2,155.1,158.95,False
146,Emmanuel,Sanders,BUF,WR,159.0,2021,WR4,15.98,114.71,False
147,Christian,Kirk,ARI,WR,159.3,2021,WR3,21.01,155.86,False
148,Rondale,Moore,ARI,WR,159.83,2021,WR4,21.01,155.86,False
149,TreQuan,Smith,NOS,WR,160.67,2021,WR3,80.92,115.21,False
150,Jalen,Reagor,PHI,WR,160.9,2021,WR2,103.45,160.9,False
151,Marlon,Mack,IND,RB,161.18,2021,RB3,12.19,134.64,False
152,Gerald,Everett,SEA,TE,161.22,2021,TE1,161.22,,False
153,Giovani,Bernard,TBB,RB,162.78,2021,RB3,70.13,86.41,True
154,Rashaad,Penny,SEA,RB,163.63,2021,RB2,30.72,163.63,False
155,Terrace,Marshall,CAR,WR,163.85,2021,WR3,57.87,93.74,True
156,Blake,Jarwin,DAL,TE,163.86,2021,TE1,163.86,,False
157,Jimmy,Graham,CHI,TE,164.22,2021,TE1,164.22,164.35,False
158,Cole,Kmet,CHI,TE,164.35,2021,TE2,164.22,164.35,False
159,Tony,Jones,NOS,RB,165.53,2021,RB3,4.67,133.32,False
160,Justin,Jackson,LAC,RB,166.33,2021,RB2,16.79,166.33,False
161,Darrel,Williams,KCC,RB,166.91,2021,RB2,26.13,166.91,False
162,Rashod,Bateman,BAL,WR,167.05,2021,WR2,119.29,167.05,False
163,Breshad,Perriman,TBB,WR,167.59,2021,WR3,30.14,40.52,False
165,Allen,Lazard,GBP,WR,168.99,2021,WR4,9.23,147.72,False
166,Devontae,Booker,NYG,RB,169.09,2021,RB2,12.79,169.09,False
167,Malcolm,Brown,MIA,RB,169.59,2021,RB3,48.32,134.69,False
168,Boston,Scott,PHI,RB,172.62,2021,RB2,38.62,172.62,False
169,Sammy,Watkins,BAL,WR,173.12,2021,WR3,119.29,167.05,False
170,Bryan,Edwards,LVR,WR,173.23,2021,WR1,173.23,186.51,False
171,Carlos,Hyde,JAC,RB,173.63,2021,RB3,38.84,94.01,True
172,Kenneth,Gainwell,PHI,RB,174.58,2021,RB3,38.62,172.62,False
173,Tarik,Cohen,CHI,RB,175.18,2021,RB2,35.63,175.18,False
174,Dawson,Knox,BUF,TE,176.0,2021,TE1,176.0,,False
176,Darrynton,Evans,TEN,RB,177.98,2021,RB2,3.36,177.98,False
177,OJ,Howard,TBB,TE,178.01,2021,TE2,112.92,178.01,False
178,AmonRa,St Brown,DET,WR,178.46,2021,WR1,178.46,,False
179,Parris,Campbell,IND,WR,178.93,2021,WR3,120.57,148.77,False
180,Jerick,McKinnon,KCC,RB,180.38,2021,RB3,26.13,166.91,False
181,Jack,Doyle,IND,TE,181.02,2021,TE1,181.02,,False
182,Wayne,Gallman,MIN,RB,181.11,2021,RB3,3.06,142.96,False
183,Damien,Williams,CHI,RB,181.15,2021,RB3,35.63,175.18,False
184,Salvon,Ahmed,MIA,RB,183.24,2021,RB4,48.32,134.69,False
185,Ty,Johnson,NYJ,RB,185.18,2021,RB3,109.36,144.97,False
186,Hunter,Renfrow,LVR,WR,186.51,2021,WR2,173.23,186.51,False
187,Darius,Slayton,NYG,WR,187.12,2021,WR3,85.2,132.73,False
188,Samaje,Perine,CIN,RB,190.71,2021,RB2,23.12,190.71,False
189,Benny,Snell,PIT,RB,194.07,2021,RB2,17.87,194.07,False
